"","annotated_genes","seqnames","start","end","width","strand","startCpG","endCpG","target","region","lenCpG","bp","tg_mean","bg_mean","delta_means","delta_quants","delta_maxmin","ttest","direction","segment_id","dist_to_TSS","X","baseMean","log2FoldChange","lfcSE","pvalue","padj","SH.SY5Y_C2","SH.SY5Y_C1","SH.SY5Y_J2","SH.SY5Y_J4","SH.SY5Y_C4","SH.SY5Y_J3","SH.SY5Y_J1","SH.SY5Y_C3","type","description"
"9881","TLR3","chr4",186038794,186038837,44,"*",7693589,7693592,"R","chr4:186038794-186038837","3CpGs","43bp",0.694,0.392,0.302,0.281,0.267,0.00898,"M","chr4:186038794-186038837",-30074,"ENSG00000164342",2.80666329233088,1.59469491006832,1.36077183050465,0.000926104073395352,0.00435109962577166,6.66274585736929,4.56221095592361,0,0,5.67720584986192,0.773375018313795,0,4.77776865717842,"protein_coding","toll like receptor 3 [Source:HGNC Symbol;Acc:HGNC:11849]"
"10055","TNFAIP3","chr6",137558167,137558186,20,"*",10473457,10473460,"R","chr6:137558167-137558186","3CpGs","19bp",0.866,0.536,0.33,0.292,0.286,0.0122,"M","chr6:137558167-137558186",-309028,"ENSG00000118503",4.74577651258649,1.693203871717,1.24254386090024,0.00076158893906679,0.00366829419530133,4.44183057157952,9.12442191184722,1.64376216844884,0,17.0316175495858,0,0.946811242052199,4.77776865717842,"protein_coding","TNF alpha induced protein 3 [Source:HGNC Symbol;Acc:HGNC:11896]"
"10120","TP63","chr3",190073053,190074498,1446,"*",6140173,6140190,"R","chr3:190073053-190074498","17CpGs","1445bp",0.972,0.266,0.707,0.608,0.59,0.017,"M","chr3:190073053-190074498",441664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10121","TP63","chr3",190100041,190101847,1807,"*",6140381,6140402,"R","chr3:190100041-190101847","21CpGs","1806bp",0.847,0.192,0.654,0.528,0.464,0.0427,"M","chr3:190100041-190101847",468652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10122","TP63","chr3",190108623,190110510,1888,"*",6140440,6140456,"R","chr3:190108623-190110510","16CpGs","1887bp",0.955,0.216,0.738,0.616,0.588,0.0232,"M","chr3:190108623-190110510",477234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10342","TUBA3C","chr13",18609537,18609653,117,"*",19114691,19114707,"R","chr13:18609537-18609653","16CpGs","116bp",0.301,0.849,0.548,0.44,0.391,0.0393,"U","chr13:18609537-18609653",572171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10343","TUBA3C","chr13",18413205,18413327,123,"*",19113189,19113195,"R","chr13:18413205-18413327","6CpGs","122bp",0.483,0,0.483,0.475,0.467,0.00119,"M","chr13:18413205-18413327",768497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10344","TUBA3C","chr13",18413519,18413575,57,"*",19113208,19113213,"R","chr13:18413519-18413575","5CpGs","56bp",0.685,0.268,0.417,0.391,0.381,0.00378,"M","chr13:18413519-18413575",768249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10345","TUBB2B","chr6",3310464,3311033,570,"*",9356826,9356837,"R","chr6:3310464-3311033","11CpGs","569bp",0.868,0.425,0.444,0.367,0.344,0.0253,"M","chr6:3310464-3311033",-78734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10346","TUBB2B","chr6",3362922,3363594,673,"*",9357662,9357674,"R","chr6:3362922-3363594","12CpGs","672bp",0.84,0.462,0.378,0.303,0.263,0.0478,"M","chr6:3362922-3363594",-131192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10347","TUBB2B","chr6",3422837,3423109,273,"*",9358407,9358415,"R","chr6:3422837-3423109","8CpGs","272bp",0.292,0.976,0.685,0.641,0.619,0.00488,"U","chr6:3422837-3423109",-191107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10348","TUBB6","chr18",12264646,12264711,66,"*",24244189,24244194,"R","chr18:12264646-12264711","5CpGs","65bp",0.127,0.45,0.322,0.281,0.25,0.0346,"U","chr18:12264646-12264711",-42958,"ENSG00000176014",1351.16438292179,0.543038905595281,0.15852530859605,5.41945161991619e-05,0.00035286139052559,1262.59033997148,2213.81286636193,1039.67957154389,1077.35100247864,1731.54778420788,900.981896335571,1223.28012473144,1360.07147774346,"protein_coding","tubulin beta 6 class V [Source:HGNC Symbol;Acc:HGNC:20776]"
"10349","TUBB6","chr18",12265600,12265874,275,"*",24244209,24244216,"R","chr18:12265600-12265874","7CpGs","274bp",0.157,0.484,0.326,0.269,0.262,0.028,"U","chr18:12265600-12265874",-41795,"ENSG00000176014",1351.16438292179,0.543038905595281,0.15852530859605,5.41945161991619e-05,0.00035286139052559,1262.59033997148,2213.81286636193,1039.67957154389,1077.35100247864,1731.54778420788,900.981896335571,1223.28012473144,1360.07147774346,"protein_coding","tubulin beta 6 class V [Source:HGNC Symbol;Acc:HGNC:20776]"
"10400","UGT2B17","chr4",68382668,68382733,66,"*",6864003,6864009,"R","chr4:68382668-68382733","6CpGs","65bp",0.107,0.422,0.315,0.292,0.289,0.00509,"U","chr4:68382668-68382733",193680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10401","UGT2B17","chr4",68294678,68294700,23,"*",6863223,6863227,"R","chr4:68294678-68294700","4CpGs","22bp",0.607,1,0.393,0.375,0.357,0.00816,"U","chr4:68294678-68294700",281713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10445","UQCRFS1","chr19",28727610,28727689,80,"*",25457348,25457360,"R","chr19:28727610-28727689","12CpGs","79bp",0.0667,0.629,0.563,0.51,0.475,0.015,"U","chr19:28727610-28727689",485462,"ENSG00000169021",1426.68656376822,0.316671585011194,0.107920212010183,0.00127636921290499,0.0057614965078275,1466.91454626414,2031.32442812499,1241.86231826309,1235.78497343138,1509.0013148933,1239.72015435701,1281.03561049663,1407.84916431524,"protein_coding","ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:12587]"
"10446","UQCRFS1","chr19",29066397,29066407,11,"*",25460754,25460757,"R","chr19:29066397-29066407","3CpGs","10bp",0.879,0.45,0.429,0.37,0.357,0.0157,"M","chr19:29066397-29066407",146744,"ENSG00000169021",1426.68656376822,0.316671585011194,0.107920212010183,0.00127636921290499,0.0057614965078275,1466.91454626414,2031.32442812499,1241.86231826309,1235.78497343138,1509.0013148933,1239.72015435701,1281.03561049663,1407.84916431524,"protein_coding","ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:12587]"
"10594","VLDLR","chr9",2509110,2509855,746,"*",13807819,13807827,"R","chr9:2509110-2509855","8CpGs","745bp",0.649,0.952,0.303,0.263,0.23,0.0441,"U","chr9:2509110-2509855",-111327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10679","WIPI1","chr17",68567053,68567737,685,"*",23844782,23844786,"R","chr17:68567053-68567737","4CpGs","684bp",0.105,0.41,0.306,0.285,0.266,0.0152,"U","chr17:68567053-68567737",-109540,"ENSG00000070540",210.574566533705,-0.294024294091701,0.120491674531585,0.00625853293488732,0.022977996466433,187.667341649235,158.536830718345,256.426898278018,220.429872629901,199.837645915139,219.638505201118,246.170922933572,195.888514944315,"protein_coding","WD repeat domain, phosphoinositide interacting 1 [Source:HGNC Symbol;Acc:HGNC:25471]"
"10685","WNT11","chr11",75867918,75868054,137,"*",17248785,17248789,"R","chr11:75867918-75868054","4CpGs","136bp",0.0955,0.472,0.377,0.348,0.344,0.00553,"U","chr11:75867918-75868054",342682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10686","WNT11","chr11",76211126,76211134,9,"*",17252667,17252670,"R","chr11:76211126-76211134","3CpGs","8bp",0.351,0.684,0.333,0.294,0.264,0.0314,"U","chr11:76211126-76211134",-390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10688","WNT9A","chr1",227887275,227887310,36,"*",2140634,2140638,"R","chr1:227887275-227887310","4CpGs","35bp",0.769,0.416,0.353,0.303,0.274,0.0275,"M","chr1:227887275-227887310",60622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10723","XBP1","chr22",28870408,28870497,90,"*",27469385,27469390,"R","chr22:28870408-28870497","5CpGs","89bp",0.152,0.567,0.415,0.404,0.396,0.00144,"U","chr22:28870408-28870497",-69811,"ENSG00000100219",1247.84527609049,0.549818291182945,0.100158924478968,3.24988058680593e-09,4.5170039903735e-08,1416.94395233387,1792.94890567798,1049.54214455458,942.337705492827,1415.89513895556,956.664897654165,1039.59874377331,1368.83072028162,"protein_coding","X-box binding protein 1 [Source:HGNC Symbol;Acc:HGNC:12801]"
"10740","XIAP","chrX",123806639,123807700,1062,"*",28896869,28896885,"R","chrX:123806639-123807700","16CpGs","1061bp",0.386,0.785,0.398,0.354,0.331,0.0157,"U","chrX:123806639-123807700",-52012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10928","ZMPSTE24","chr1",40315563,40315602,40,"*",651331,651336,"R","chr1:40315563-40315602","5CpGs","39bp",0.865,0.54,0.326,0.246,0.231,0.0491,"M","chr1:40315563-40315602",57522,"ENSG00000084073",2456.58855792104,0.251289514869793,0.0749563171121439,0.000447169349024064,0.00229000372614627,2574.04081623033,2819.44637076079,2037.44320779233,2481.21375379032,2634.22351433593,2253.6148033664,2144.52746324823,2708.19853384397,"protein_coding","zinc metallopeptidase STE24 [Source:HGNC Symbol;Acc:HGNC:12877]"
