"","annotated_genes","seqnames","start","end","width","strand","segment_id","average_shap_value","reliability_shap_value","shap_variance","z_score","avg_meth_R","avg_meth_S","diff","direction","mean_coef","gene_symbol","avg_depth","dist_to_TSS","X","baseMean","log2FoldChange","lfcSE","pvalue","padj","RPMI8226_1_3b","JJN3_1_3b","OPM_4_1","MM1R_1_2","OPM_2_1","OPM_3_3","JJN3_4_2b","OPM_4_3","RPMI8226_4_1b","MM1R_3_1","MM1R_2_2","RPMI8226_2_3b","JJN3_2_2b","JJN3_3_3b","RPMI8226_3_2b","MM1R_4_2","type","description"
"2134","LOC124903827","chr1",3246483,3246565,83,"*","chr1:3246483-3246565",-0.0001021007690908,0.0001021007690908,4.57370825567594e-08,3.1687967533002,0.28,0,0.28,"M",-4.2734650295144e-05,"",10.43,-177395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2135","LOC124903827","chr1",3198835,3200759,1925,"*","chr1:3198835-3200759",-0.0001305589554316,0.0001305589554316,7.53647329848397e-08,4.26000044091846,0.34,0,0.34,"M",-4.2734650295144e-05,"",3.4075,-129747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2136","LOC124903827","chr1",3071090,3071123,34,"*","chr1:3071090-3071123",-8.42262539386262e-05,8.42262539386262e-05,3.04469286010553e-08,2.48341446593489,0.58,0,0.58,"M",-4.27346502951297e-05,"PRDM16",5.12,-2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2137","LOC124903827","chr1",3313686,3313794,109,"*","chr1:3313686-3313794",-8.58765573896533e-05,8.58765573896533e-05,3.17512172557867e-08,2.54669387488539,0.515,0,0.515,"M",-4.2734650295138e-05,"",4.94,-244598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2138","LOC124903827","chr1",3303086,3303392,307,"*","chr1:3303086-3303392",-9.85790253390501e-05,9.85790253390501e-05,4.2521833656905e-08,3.03375864079272,0.545,0,0.545,"M",-4.2734650295144e-05,"",2.8125,-233998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2139","LOC124903827","chr1",3444597,3444619,23,"*","chr1:3444597-3444619",-7.22736897697468e-05,7.22736897697468e-05,2.16534922134036e-08,2.02510408939236,0.625,0,0.625,"M",-4.27346502951297e-05,"",4.035,-375509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2140","LOC124903972","chr17",32084429,32084535,107,"*","chr17:32084429-32084535",-0.0001030056502347,0.0001030056502347,4.87123996528711e-08,3.20349361096953,0.355,0,0.355,"M",-4.2734650295138e-05,"",3.8675,-77741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2141","LOC124904200","chr1",75998166,75999267,1102,"*","chr1:75998166-75999267",8.53635337141337e-05,8.53635337141337e-05,3.1172077788008e-08,2.5270224411595,0,0.465,-0.465,"U",1.6729622198502e-05,"",1.7,-42424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2142","LOC124904304","chr18",53305634,53305666,33,"*","chr18:53305634-53305666",-8.8082484529109e-05,8.8082484529109e-05,3.35287741390136e-08,2.63127817693346,0.5,1,-0.5,"U",4.27346502951645e-05,"",3.43,275425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2143","LOC124904333","chr18",79445600,79445625,26,"*","chr18:79445600-79445625",-9.21422702961805e-05,9.21422702961805e-05,3.8803536531682e-08,2.786947029014,0.325,0,0.325,"M",-4.27346502951237e-05,"",5.84,24764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2144","LOC124904396","chr1",148365962,148365973,12,"*","chr1:148365962-148365973",-8.61519604672454e-05,8.61519604672454e-05,3.19710059795337e-08,2.55725395943368,0.705,1,-0.295,"U",4.27346502951429e-05,"",3.8875,93840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2145","LOC124904942","chr20",58708434,58708477,44,"*","chr20:58708434-58708477",-0.0001115368617564,0.0001115368617564,5.48419573103138e-08,3.53061528207358,0.36,0,0.36,"M",-4.27346502951237e-05,"",4.6675,-8887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2146","LOC124909461","chr3",178951441,178951619,179,"*","chr3:178951441-178951619",-7.65784853467825e-05,7.65784853467825e-05,2.4688197373297e-08,2.19016762337335,0.505,1,-0.495,"U",4.27346502951226e-05,"",5.3975,-91036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2147","LOC124909494","chr3",147154291,147154314,24,"*","chr3:147154291-147154314",-0.0001036691383624,0.0001036691383624,4.72009547101024e-08,3.22893446946277,0.575,1,-0.425,"U",4.27346502951153e-05,"",5.0425,216342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2148","LOC127898563","chr6",68879507,68880086,580,"*","chr6:68879507-68880086",-0.0001484105181336,0.0001484105181336,9.72601881478633e-08,4.94450263711844,0.505,0.92,-0.415,"U",4.27346502951743e-05,"",3.085,243617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2149","LOC127933115","chrX",23808958,23808991,34,"*","chrX:23808958-23808991",-7.75659322517871e-05,7.75659322517871e-05,2.69869363176801e-08,2.22803039126601,0.69,1,-0.31,"U",4.27346502951359e-05,"",2.19,25680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2150","LOC128031833","chrX",63582887,63584090,1204,"*","chrX:63582887-63584090",9.39111044631953e-05,9.39111044631953e-05,3.76120864203331e-08,2.8547713921943,0,0.555,-0.555,"U",1.67296221985043e-05,"",1.4875,170980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2151","LOC128031833","chrX",63608360,63609121,762,"*","chrX:63608360-63609121",7.2886609369605e-05,7.2886609369605e-05,2.28214786609926e-08,2.04860594293879,0,0.57,-0.57,"U",1.67296221985043e-05,"",1.99,145949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2152","LOC128092250","chr8",31976135,31977925,1791,"*","chr8:31976135-31977925",7.31429013919056e-05,7.31429013919056e-05,2.29804729745022e-08,2.05843323117466,0,0.49,-0.49,"U",1.6729622198502e-05,"",1.7625,-669277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2153","LOC128092250","chr8",33268704,33270705,2002,"*","chr8:33268704-33270705",8.11441723468221e-05,8.11441723468221e-05,2.82086669180276e-08,2.36523480549413,0,0.49,-0.49,"U",1.67296221984999e-05,"",1.2,621502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2154","LOC128092250","chr8",31657880,31659196,1317,"*","chr8:31657880-31659196",8.01635098288629e-05,8.01635098288629e-05,2.7540322604844e-08,2.32763217885128,0,0.485,-0.485,"U",1.6729622198502e-05,"",2.3525,-988006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2155","LOC128092250","chr8",32029148,32031115,1968,"*","chr8:32029148-32031115",7.24253375501111e-05,7.24253375501111e-05,2.25366474304033e-08,2.03091888781875,0,0.405,-0.405,"U",1.67296221985043e-05,"",2.88,-616087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2156","LOC128092250","chr8",32140137,32142096,1960,"*","chr8:32140137-32142096",7.99674054807806e-05,7.99674054807806e-05,2.74075966218796e-08,2.32011273312053,0,0.44,-0.44,"U",1.67296221985066e-05,"",1.8325,-505106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2157","LOC128092250","chr8",31838085,31840045,1961,"*","chr8:31838085-31840045",7.23275010036593e-05,7.23275010036593e-05,2.24764532380385e-08,2.02716743300032,0,0.445,-0.445,"U",1.67296221985066e-05,"",2.0375,-807157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2158","LOC128092250","chr8",32160597,32162359,1763,"*","chr8:32160597-32162359",7.88890038817161e-05,7.88890038817161e-05,2.66832218200932e-08,2.27876238888074,0,0.435,-0.435,"U",1.67296221984999e-05,"",2.0775,-484843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2159","LOC647264","chr13",64218915,64219283,369,"*","chr13:64218915-64219283",-0.0001213013753225,0.0001213013753225,6.75306224870441e-08,3.90502681636903,0.375,0.78,-0.405,"U",4.27346502951542e-05,"",2.0625,-385862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2160","LPAR3","chr1",84837047,84837450,404,"*","chr1:84837047-84837450",-0.0001047905223459,0.0001047905223459,4.82597110411636e-08,3.27193293476734,0.43,0.83,-0.4,"U",4.27346502951094e-05,"",1.96,55756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2161","LPIN1","chr2",11973542,11975180,1639,"*","chr2:11973542-11975180",0.0001037499212457,0.0001037499212457,4.57488671728097e-08,3.2320320168285,0,0.55,-0.55,"U",1.67296221985043e-05,"",2.8425,295947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2162","LPIN2","chr18",3061885,3062907,1023,"*","chr18:3061885-3062907",-9.74074235646554e-05,9.74074235646554e-05,4.14742376448775e-08,2.988834619236,0.495,0.09,0.405,"M",-4.27346502951297e-05,"",4.445,-48741,"ENSG00000101577",1344.49808709901,2.01833672457288,0.140973110216122,5.90231685857013e-48,2.3578116317527e-45,1844.07178985252,2776.45620446928,581.866174103442,540.786429114605,545.791903396884,627.208839580113,1943.545883538,386.355448595057,1930.40419102247,487.240814134814,526.377895156737,2655.9125159257,1873.81301189541,1804.08888916486,2474.16313928283,513.886264351473,"protein_coding","lipin 2 [Source:HGNC Symbol;Acc:HGNC:14450]"
"2163","LPP","chr3",188760267,188760444,178,"*","chr3:188760267-188760444",-0.0001453196153024,0.0001453196153024,9.32864760649216e-08,4.82598473414591,0.555,1,-0.445,"U",4.2734650295144e-05,"",3.5525,606983,"ENSG00000145012",305.371978477459,-2.26911016160239,0.360234125383225,8.94599124563963e-12,1.96265904048121e-10,84.6257392089184,128.117132064638,770.403817109027,298.415122391639,737.492397768503,766.721071958199,40.4568252193588,643.326746962933,105.24441787497,339.447612195682,309.730968042149,83.24004960068,73.1399223989725,95.1232086670973,182.783919864276,227.682704312307,"protein_coding","LIM domain containing preferred translocation partner in lipoma [Source:HGNC Symbol;Acc:HGNC:6679]"
"2164","LRATD2","chr8",125902317,125903302,986,"*","chr8:125902317-125903302",-8.80824845289964e-05,8.80824845289964e-05,3.35287741389313e-08,2.63127817692914,0.375,1,-0.625,"U",4.27346502951368e-05,"",4.1625,655176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2165","LRATD2","chr8",125907151,125907535,385,"*","chr8:125907151-125907535",-0.0001059128081048,0.0001059128081048,4.932940927428e-08,3.31496597784566,0.395,1,-0.605,"U",4.27346502951153e-05,"",4.49,650943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2166","LRBA","chr4",151282870,151284762,1893,"*","chr4:151282870-151284762",8.31061759621771e-05,8.31061759621771e-05,2.9568926911951e-08,2.44046607830105,0,0.5,-0.5,"U",1.67296221985043e-05,"",2.705,-267143,"ENSG00000198589",2825.22974920666,-0.428506266173496,0.149449540059061,0.0026073705841186,0.00997647901295984,2261.81521158382,1874.37119239772,3044.23280473672,3875.75738228165,3186.82268122738,3090.73253268375,3242.20997307942,2598.46501706257,1970.10164688759,3499.36162010718,3697.82530729044,2022.17827163252,2722.8721110487,3018.73909214472,1924.34910833109,3173.84203481132,"protein_coding","LPS responsive beige-like anchor protein [Source:HGNC Symbol;Acc:HGNC:1742]"
"2167","LRCH2","chrX",115233749,115233848,100,"*","chrX:115233749-115233848",-8.35579565459564e-05,8.35579565459564e-05,3.16394832087361e-08,2.45778920048144,0.38,0.9,-0.52,"U",4.27346502951686e-05,"LRCH2",2.5775,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2168","LRCH4","chr7",100585058,100585156,99,"*","chr7:100585058-100585156",-0.0001329476744247,0.0001329476744247,7.81466999675247e-08,4.35159373300786,0.345,0,0.345,"M",-4.2734650295144e-05,"LRCH4",4.475,973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2169","LRCOL1","chr12",132596321,132596351,31,"*","chr12:132596321-132596351",-8.86663466390652e-05,8.86663466390652e-05,3.58318952517913e-08,2.65366584703354,0.43,0,0.43,"M",-4.27346502951237e-05,"",5.875,14231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2170","LRFN5","chr14",40623318,40625100,1783,"*","chr14:40623318-40625100",7.23275010036593e-05,7.23275010036593e-05,2.24764532380385e-08,2.02716743300032,0,0.445,-0.445,"U",1.67296221985066e-05,"",1.865,-981776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2171","LRFN5","chr14",41625425,41627280,1856,"*","chr14:41625425-41627280",7.2886609369605e-05,7.2886609369605e-05,2.28214786609926e-08,2.04860594293879,0,0.57,-0.57,"U",1.67296221985043e-05,"",1.7425,18549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2172","LRIG1","chr3",66584036,66584052,17,"*","chr3:66584036-66584052",-9.19568290442524e-05,9.19568290442524e-05,3.6745274564821e-08,2.77983645016273,0.69,1,-0.31,"U",4.27346502951429e-05,"",2.1875,-82773,"ENSG00000144749",899.300880571431,-2.26059199108332,0.156095674393995,4.63265021698131e-49,1.98872067971368e-46,198.485824690009,386.106425400279,1743.16053554732,1208.21732480517,1771.24919592951,1823.1983188555,299.380506623255,1414.24064206656,288.037354184128,1308.20821329347,1322.94663477577,341.839137026793,349.00462970814,326.833588753616,268.326794360756,1339.57896312261,"protein_coding","leucine rich repeats and immunoglobulin like domains 1 [Source:HGNC Symbol;Acc:HGNC:17360]"
"2173","LRIG3","chr12",58278102,58279829,1728,"*","chr12:58278102-58279829",9.39111044631953e-05,9.39111044631953e-05,3.76120864203331e-08,2.8547713921943,0,0.555,-0.555,"U",1.67296221985043e-05,"",2.4625,640675,"ENSG00000139263",631.242137000984,1.04944392592149,0.167553092859423,4.76098859259822e-11,9.61626080760605e-10,868.567814244263,860.841825721985,469.718783005293,393.762393204577,536.286093758622,524.661386721007,1021.13026853662,386.355448595057,787.486740766222,334.680089552485,280.075875357262,879.014923783181,879.269067100691,934.158690243546,648.517347678449,295.347443746487,"protein_coding","leucine rich repeats and immunoglobulin like domains 3 [Source:HGNC Symbol;Acc:HGNC:30991]"
"2174","LRIG3","chr12",59449643,59450665,1023,"*","chr12:59449643-59450665",7.31429013919056e-05,7.31429013919056e-05,2.29804729745022e-08,2.05843323117466,0,0.49,-0.49,"U",1.6729622198502e-05,"",2.345,-529139,"ENSG00000139263",631.242137000984,1.04944392592149,0.167553092859423,4.76098859259822e-11,9.61626080760605e-10,868.567814244263,860.841825721985,469.718783005293,393.762393204577,536.286093758622,524.661386721007,1021.13026853662,386.355448595057,787.486740766222,334.680089552485,280.075875357262,879.014923783181,879.269067100691,934.158690243546,648.517347678449,295.347443746487,"protein_coding","leucine rich repeats and immunoglobulin like domains 3 [Source:HGNC Symbol;Acc:HGNC:30991]"
"2175","LRMDA","chr10",75737052,75737113,62,"*","chr10:75737052-75737113",-0.000111590701441,0.000111590701441,5.72096599337455e-08,3.53267971659723,0.415,1,-0.585,"U",4.27346502951165e-05,"",1.225,305428,"ENSG00000148655",3.73220350218917,-4.04476491500873,1.82613379095462,0.000528069942359126,0.00255610024943339,0,0,0,18.9238858102015,1.58430160637702,0,0,0,0,17.163081515512,7.41377317122165,0,0,0,0,14.6302139317145,"protein_coding","leucine rich melanocyte differentiation associated [Source:HGNC Symbol;Acc:HGNC:23405]"
"2176","LRP1B","chr2",141657877,141659679,1803,"*","chr2:141657877-141659679",7.3306007308473e-05,7.3306007308473e-05,2.30819318594848e-08,2.06468738157973,0,0.45,-0.45,"U",1.67296221984999e-05,"",1.86,471337,"ENSG00000168702",53.8387024290725,4.61870452073777,1.31501479202202,1.92467128085873e-05,0.000138462719810052,190.792575671016,0,0.812662254334417,0,2.37645240956553,1.19241224254774,244.359224324927,5.39100625946592,0,4.76752264319779,1.64750514916037,0,215.444771414365,190.246417334195,0.731135679457102,3.65755348292863,"protein_coding","LDL receptor related protein 1B [Source:HGNC Symbol;Acc:HGNC:6693]"
"2177","LRP2","chr2",169196878,169198194,1317,"*","chr2:169196878-169198194",7.24253375501679e-05,7.24253375501679e-05,2.2536647430438e-08,2.03091888782093,0.04,0.445,-0.405,"U",1.67296221985145e-05,"",2.785,164340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2178","LRP5","chr11",68298376,68298386,11,"*","chr11:68298376-68298386",-0.0001031087932074,0.0001031087932074,4.66756804580562e-08,3.20744853595679,0.395,0,0.395,"M",-4.27346502951297e-05,"",20.025,-14205,"ENSG00000162337",2979.50749292763,1.61618409160792,0.123683917349281,2.75631205886972e-40,7.20700431247373e-38,4028.18518634452,4697.33567083566,1273.44175254203,1449.86078976621,1676.98325035008,1210.29842618596,4275.47728918184,1195.00638751494,5997.08542557723,1522.74673223737,1556.06861338197,4612.60861520568,4228.60051347972,4283.79646552937,3943.74585499161,1720.87891371792,"protein_coding","LDL receptor related protein 5 [Source:HGNC Symbol;Acc:HGNC:6697]"
"2179","LRPAP1","chr4",3605740,3607562,1823,"*","chr4:3605740-3607562",-7.43039430905599e-05,7.43039430905599e-05,2.30661663338175e-08,2.10295233607747,0.36,0.03,0.33,"M",-4.2734650295142e-05,"",3.7725,-73294,"ENSG00000163956",4575.32687013598,0.589403342424557,0.154550994655771,6.163837935478e-05,0.00038956422896988,6118.4409448048,5533.60708766854,2677.7221280319,3948.54155847474,2447.7459818525,2692.4668436728,5639.68143557862,3545.48511664208,5225.29302782745,4515.79744763694,4167.36427480115,5237.46392087479,5713.65893784147,5611.45629248125,5355.56885202327,4774.93607196333,"protein_coding","LDL receptor related protein associated protein 1 [Source:HGNC Symbol;Acc:HGNC:6701]"
"2180","LRPAP1","chr4",3730883,3732561,1679,"*","chr4:3730883-3732561",-7.65784853468544e-05,7.65784853468544e-05,2.46881973733422e-08,2.19016762337611,0.335,0.02,0.315,"M",-4.2734650295144e-05,"",4.38,-198437,"ENSG00000163956",4575.32687013598,0.589403342424557,0.154550994655771,6.163837935478e-05,0.00038956422896988,6118.4409448048,5533.60708766854,2677.7221280319,3948.54155847474,2447.7459818525,2692.4668436728,5639.68143557862,3545.48511664208,5225.29302782745,4515.79744763694,4167.36427480115,5237.46392087479,5713.65893784147,5611.45629248125,5355.56885202327,4774.93607196333,"protein_coding","LDL receptor related protein associated protein 1 [Source:HGNC Symbol;Acc:HGNC:6701]"
"2181","LRR1","chr14",49210715,49211269,555,"*","chr14:49210715-49211269",-0.0001627782750286,0.0001627782750286,1.16735564845553e-07,5.49542141735423,0.57,0,0.57,"M",-4.27346502951237e-05,"",1.035,-387492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2182","LRR1","chr14",48702779,48702866,88,"*","chr14:48702779-48702866",-0.0001115368617563,0.0001115368617563,5.4841957310248e-08,3.53061528207082,0.3,0.75,-0.45,"U",4.27346502951153e-05,"",2.7075,-895895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2183","LRRC1","chr6",53916754,53918215,1462,"*","chr6:53916754-53918215",-7.35878259290867e-05,7.35878259290867e-05,2.25640979887677e-08,2.07549346438382,0.415,0,0.415,"M",-4.27346502951368e-05,"",2.01,122257,"ENSG00000137269",400.441570250106,-1.23394349651476,0.481085432154321,0.000908381468878631,0.00407277752266363,50.7754435253511,358.903472701623,594.868770172793,531.324486209504,750.958961422708,691.599100677691,72.0131488904587,571.446663503387,307.424483792675,584.498276056049,504.960328217652,366.256218242992,79.499915651057,38.2118872423382,368.492382446379,535.831585249045,"protein_coding","leucine rich repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:14307]"
"2184","LRRC10B","chr11",61535571,61535917,347,"*","chr11:61535571-61535917",-7.4303943090607e-05,7.4303943090607e-05,2.30661663338455e-08,2.10295233607928,0.33,0,0.33,"M",-4.2734650295144e-05,"",4.7525,26822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2185","LRRC10B","chr11",61542729,61544525,1797,"*","chr11:61542729-61544525",-8.23056861122081e-05,8.23056861122081e-05,2.89565727827841e-08,2.4097720113733,0.41,0.03,0.38,"M",-4.2734650295138e-05,"",5.375,33980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2186","LRRC26","chr9",137146030,137146116,87,"*","chr9:137146030-137146116",-0.000124321929297,0.000124321929297,6.83163273472123e-08,4.02084725538445,0.435,0.01,0.425,"M",-4.27346502951297e-05,"",36.6875,25868,"ENSG00000184709",507.85258590018,10.2969865867401,1.0556716154175,9.18616889286771e-26,9.43616391773789e-24,211.564348022296,2092.87232859015,0,0,0,0,187.719669017825,0,1726.37773180872,3.81401811455823,0,1527.17744334048,240.884744422703,191.872455089188,1943.35863599698,0,"protein_coding","leucine rich repeat containing 26 [Source:HGNC Symbol;Acc:HGNC:31409]"
"2187","LRRC3","chr21",44507840,44508152,313,"*","chr21:44507840-44508152",-8.80824845289689e-05,8.80824845289689e-05,3.35287741389111e-08,2.63127817692808,0.325,0,0.325,"M",-4.27346502951297e-05,"",7.5375,52330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2188","LRRC3B","chr3",27178031,27178047,17,"*","chr3:27178031-27178047",-9.04050589442372e-05,9.04050589442372e-05,3.54425289081855e-08,2.72033521437794,0.49,1,-0.51,"U",4.27346502951597e-05,"",3.9225,555259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2189","LRRC3B","chr3",27044044,27045606,1563,"*","chr3:27044044-27045606",8.80148064972165e-05,8.80148064972165e-05,3.31070683346662e-08,2.62868312336653,0,0.525,-0.525,"U",1.67296221985043e-05,"",1.865,421272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2190","LRRC45","chr17",82014573,82014609,37,"*","chr17:82014573-82014609",-7.91865750981543e-05,7.91865750981543e-05,2.82170776266106e-08,2.29017249087451,0.685,1,-0.315,"U",4.27346502951359e-05,"",6.2,-8696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2191","LRRC4B","chr19",50570668,50572587,1920,"*","chr19:50570668-50572587",-0.0001012193921878,0.0001012193921878,4.4923083435336e-08,3.13500114470977,0.465,0.02,0.445,"M",-4.27346502951297e-05,"",3.9,-2233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2192","LRRC4B","chr19",50632740,50632823,84,"*","chr19:50632740-50632823",-9.2185249417839e-05,9.2185249417839e-05,3.69386695997175e-08,2.78859502497139,0.44,0,0.44,"M",-4.27346502951297e-05,"",5.315,-64305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2193","LRRC4C","chr11",41749244,41750645,1402,"*","chr11:41749244-41750645",-0.0001115368617565,0.0001115368617565,5.48419573103802e-08,3.5306152820763,0.3,0,0.3,"M",-4.2734650295138e-05,"",3.795,-289471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2194","LRRC4C","chr11",41753683,41753706,24,"*","chr11:41753683-41753706",-7.24129797459028e-05,7.24129797459028e-05,2.32145349870566e-08,2.03044503887555,0.51,1,-0.49,"U",4.27346502951613e-05,"",2.4675,-293910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2195","LRRC53","chr1",74309134,74309196,63,"*","chr1:74309134-74309196",7.49375245276852e-05,7.49375245276852e-05,2.41085274925894e-08,2.12724644928334,0,0.5,-0.5,"U",1.67296221985066e-05,"",3.1275,203415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2196","LRRC55","chr11",57226458,57226844,387,"*","chr11:57226458-57226844",-0.0001334992091714,0.0001334992091714,7.87955247648161e-08,4.37274183929721,0.32,0.77,-0.45,"U",4.27346502951297e-05,"",5.7275,44711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
