"","annotated_genes","seqnames","start","end","width","strand","average_shap_value","reliability_shap_value","z_score","avg_meth_R","avg_meth_S","diff","direction","gene_symbol","dist_to_TSS","X","baseMean","log2FoldChange","lfcSE","pvalue","padj","RPMI8226_1_3b","JJN3_1_3b","OPM_4_1","MM1R_1_2","OPM_2_1","OPM_3_3","JJN3_4_2b","OPM_4_3","RPMI8226_4_1b","MM1R_3_1","MM1R_2_2","RPMI8226_2_3b","JJN3_2_2b","JJN3_3_3b","RPMI8226_3_2b","MM1R_4_2","type","description"
"3096","KRT18","chr12",52902508,52902635,128,"*",-0.000406823286215803,0.000406823286215803,6.86633967031656,0.395,0.12,0.275,"M","",-46236,"ENSG00000111057",898.392917871488,7.04751643916781,1.42762564879978,2.54113877994473e-08,3.30865702076823e-07,0.769324901899258,2800.1490987552,2.43798676300325,10.9176264289624,0,1.19241224254774,0,0,3920.81616416664,13.3490634009538,11.5325360441226,2977.77404104833,1.58999831302114,0,4627.357715284,6.40071859512511,"protein_coding","keratin 18 [Source:HGNC Symbol;Acc:HGNC:6430]"
"3097","KRT18","chr12",52943284,52944824,1541,"*",-0.000312723408692041,0.000312723408692041,5.23329247218745,0.51,0.08,0.43,"M","",-4047,"ENSG00000111057",898.392917871488,7.04751643916781,1.42762564879978,2.54113877994473e-08,3.30865702076823e-07,0.769324901899258,2800.1490987552,2.43798676300325,10.9176264289624,0,1.19241224254774,0,0,3920.81616416664,13.3490634009538,11.5325360441226,2977.77404104833,1.58999831302114,0,4627.357715284,6.40071859512511,"protein_coding","keratin 18 [Source:HGNC Symbol;Acc:HGNC:6430]"
"3098","KRT38","chr17",41339755,41341755,2001,"*",0.000134170413277642,0.000134170413277642,2.13461183038304,0,0.19,-0.19,"U","",99228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3099","KRT73","chr12",52620751,52621471,721,"*",-0.000400201413442831,0.000400201413442831,6.75142102150601,0.275,0.57,-0.295,"U","",-2192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3100","KRT78","chr12",52902508,52902635,128,"*",-0.000406823286215803,0.000406823286215803,6.86633967031656,0.395,0.12,0.275,"M","",-53416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3101","KRT78","chr12",52943284,52944824,1541,"*",-0.000312723408692041,0.000312723408692041,5.23329247218745,0.51,0.08,0.43,"M","",-94192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3102","KRT8","chr12",52965665,52965766,102,"*",-0.000152399434743866,0.000152399434743866,2.45096561546141,0.45,0,0.45,"M","",-15711,"ENSG00000170421",121.906051646192,5.62213840336812,1.46504526453366,5.22307598723376e-06,4.30200777619752e-05,3.07729960759703,446.654933019868,0.812662254334417,0,0.79215080318851,0,0,0,486.524633509729,2.86051358591867,13.1800411932829,507.209368900144,3.17999662604228,0,486.205226838973,0,"protein_coding","keratin 8 [Source:HGNC Symbol;Acc:HGNC:6446]"
"3103","KRT80","chr12",52105621,52106724,1104,"*",0.000127858642469782,0.000127858642469782,2.02507481605052,0.95,0.835,0.115,"M","",85290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3104","KRTAP10-1","chr21",44539424,44540055,632,"*",-0.000712933920659981,0.000712933920659981,12.1787069873767,0.235,0,0.235,"M","",140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3105","KRTAP10-1","chr21",44458565,44458970,406,"*",-0.000237009165896263,0.000237009165896263,3.91931698879864,0.25,0,0.25,"M","",81225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3106","KRTAP10-1","chr21",44485792,44486128,337,"*",-0.000164086146120426,0.000164086146120426,2.65378151460024,0.18,0,0.18,"M","",54067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3107","KRTAP10-12","chr21",44707643,44708057,415,"*",-0.000477438525315328,0.000477438525315328,8.09182498858998,0.16,0,0.16,"M","",10471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3108","KRTAP10-12","chr21",44704877,44704929,53,"*",-0.000214062933480755,0.000214062933480755,3.52109882380366,0.38,0,0.38,"M","",7705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3109","KRTAP10-12","chr21",44709791,44711754,1964,"*",-0.000383291172493628,0.000383291172493628,6.45795388500722,0.13,0,0.13,"M","",12619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3110","KRTAP10-12","chr21",44706645,44706932,288,"*",-0.000156293487445426,0.000156293487445426,2.51854457540261,0.28,0.05,0.23,"M","",9473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3111","KRTAP12-1","chr21",44684989,44686630,1642,"*",-0.000359763213636771,0.000359763213636771,6.04964020490509,0.245,0,0.245,"M","",-2826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3112","KRTAP4-3","chr17",41065663,41065681,19,"*",-0.000260334930205425,0.000260334930205425,4.3241217032328,0.605,1,-0.395,"U","",102540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3113","KRTAP4-3","chr17",41084327,41085673,1347,"*",0.000187899633773372,0.000187899633773372,3.06705037650184,0,0.26,-0.26,"U","",82548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3114","KRTAP9-1","chr17",41339755,41341755,2001,"*",0.000134170413277642,0.000134170413277642,2.13461183038304,0,0.19,-0.19,"U","",149868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3115","KRTCAP2","chr1",155177241,155177288,48,"*",-0.000132956996785001,0.000132956996785001,2.11355371154574,0.05,0,0.05,"M","",9984,"ENSG00000163463",468.061775949441,1.36407929242897,0.319778621709898,1.30213607825367e-06,1.21834866241809e-05,767.78625209546,626.545426672271,355.13340514414,131.73935890948,270.915574690471,385.149154342921,384.339839583909,377.370438162614,774.561987693857,143.025679295934,178.7543086839,663.700662149422,643.949316773562,556.917931085143,1112.05736845425,117.041711453716,"protein_coding","keratinocyte associated protein 2 [Source:HGNC Symbol;Acc:HGNC:28942]"
"3116","KSR2","chr12",117945400,117945539,140,"*",-0.000608448378596332,0.000608448378596332,10.3654227812526,0.42,0.86,-0.44,"U","",23451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3117","KSR2","chr12",117847139,117848048,910,"*",0.000214781446542658,0.000214781446542658,3.53356818905084,0,0.295,-0.295,"U","",120942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3118","KY","chr3",134982452,134984300,1849,"*",0.00023782821626998,0.00023782821626998,3.93353111907301,0.03,0.355,-0.325,"U","",-330816,"ENSG00000174611",65.1390678344037,-2.20171469510537,1.19276379399942,0.00227625368419565,0.00890137436639502,27.6956964683733,0,4.8759735260065,246.01051553262,4.75290481913106,7.15447345528646,28.3197776535512,5.39100625946592,2.76958994407816,212.631509886621,222.41319513665,0,17.4899814432325,28.4556607123795,2.92454271782841,231.340257795236,"protein_coding","kyphoscoliosis peptidase [Source:HGNC Symbol;Acc:HGNC:26576]"
"3119","KYNU","chr2",142588523,142589793,1271,"*",0.00015718959878701,0.00015718959878701,2.53409605277001,0.17,0.5,-0.33,"U","",-287864,"ENSG00000115919",3.09005099383586,3.16337878212836,1.96572595959513,0.00264343890039555,0.01008229540554,2.30797470569778,0,0,0,0,0,24.2740951316153,0,1.8463932960521,0,0,0,5.56499409557399,15.4473586724346,0,0,"protein_coding","kynureninase [Source:HGNC Symbol;Acc:HGNC:6469]"
"3120","KYNU","chr2",142744534,142746513,1980,"*",0.00014951494876832,0.00014951494876832,2.40090708335313,0.04,0.25,-0.21,"U","",-131144,"ENSG00000115919",3.09005099383586,3.16337878212836,1.96572595959513,0.00264343890039555,0.01008229540554,2.30797470569778,0,0,0,0,0,24.2740951316153,0,1.8463932960521,0,0,0,5.56499409557399,15.4473586724346,0,0,"protein_coding","kynureninase [Source:HGNC Symbol;Acc:HGNC:6469]"
"3121","KYNU","chr2",142301994,142303451,1458,"*",-0.000148507051574665,0.000148507051574665,2.38341562925762,0.09,0.2,-0.11,"U","",-574206,"ENSG00000115919",3.09005099383586,3.16337878212836,1.96572595959513,0.00264343890039555,0.01008229540554,2.30797470569778,0,0,0,0,0,24.2740951316153,0,1.8463932960521,0,0,0,5.56499409557399,15.4473586724346,0,0,"protein_coding","kynureninase [Source:HGNC Symbol;Acc:HGNC:6469]"
"3122","L1TD1","chr1",62069506,62070423,918,"*",-0.000161399800835234,0.000161399800835234,2.60716159588587,0.325,0.71,-0.385,"U","",-124426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3123","L3MBTL3","chr6",130299865,130301664,1800,"*",-0.000179687020481095,0.000179687020481095,2.92452537562835,0.295,0.62,-0.325,"U","",286166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3124","LAMA1","chr18",7177738,7177778,41,"*",-0.00043035888705133,0.00043035888705133,7.27478597239637,0.63,0.92,-0.29,"U","",-59941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3125","LAMA1","chr18",7118229,7118242,14,"*",-0.000159022986567894,0.000159022986567894,2.56591340320067,0.81,1,-0.19,"U","LAMA1",-432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3126","LAMA5","chr20",62321855,62322315,461,"*",0.000277755962173253,0.000277755962173253,4.62645331292481,0.96,0.72,0.24,"M","",44997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3127","LAMC1","chr1",183133511,183135112,1602,"*",0.000331759630327421,0.000331759630327421,5.56365473431443,0.89,0.605,0.285,"M","",110091,"ENSG00000135862",3541.57990314496,2.43083341868539,0.665531587373706,7.18089927850101e-06,5.7038670270159e-05,9887.36363920927,1886.65639684227,310.436981155747,1676.21957772669,352.507107418887,261.138281117956,11458.1820386268,221.031256638103,1909.17066811788,1634.3067620882,1667.27521095029,1748.04104161428,10108.4142750319,10752.174654892,1423.52116790298,1368.83939098604,"protein_coding","laminin subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:6492]"
"3128","LAMC2","chr1",183133511,183135112,1602,"*",0.000331759630327421,0.000331759630327421,5.56365473431443,0.89,0.605,0.285,"M","",-51126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3129","LAMC2","chr1",183322992,183323018,27,"*",0.000134170413275992,0.000134170413275992,2.13461183035442,0.82,0.915,-0.0950000000000001,"U","",136754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3130","LAMP5","chr20",9471420,9471522,103,"*",0.000203259733449893,0.000203259733449893,3.33361573662564,0,0.42,-0.42,"U","",-42836,"ENSG00000125869",2541.81896894062,-8.28584305002098,0.909566560578634,1.46989590393115e-21,9.97102499737445e-20,13.8478482341866,1.7550292063649,197.476927803263,8707.17099797848,323.197527700912,184.8238975949,20.2284126096794,186.888216994818,5.53917988815631,10737.4144970101,9966.58239984564,1.10986732800907,27.0299713213594,20.325471937414,0.731135679457102,10274.9821219173,"protein_coding","lysosomal associated membrane protein family member 5 [Source:HGNC Symbol;Acc:HGNC:16097]"
"3131","LAMP5","chr20",9362997,9363312,316,"*",0.00012650108834069,0.00012650108834069,2.00151527458075,0,0.18,-0.18,"U","",-151046,"ENSG00000125869",2541.81896894062,-8.28584305002098,0.909566560578634,1.46989590393115e-21,9.97102499737445e-20,13.8478482341866,1.7550292063649,197.476927803263,8707.17099797848,323.197527700912,184.8238975949,20.2284126096794,186.888216994818,5.53917988815631,10737.4144970101,9966.58239984564,1.10986732800907,27.0299713213594,20.325471937414,0.731135679457102,10274.9821219173,"protein_coding","lysosomal associated membrane protein family member 5 [Source:HGNC Symbol;Acc:HGNC:16097]"
"3132","LAMP5","chr20",9283020,9284795,1776,"*",0.000149514948768116,0.000149514948768116,2.40090708334959,0,0.21,-0.21,"U","",-229563,"ENSG00000125869",2541.81896894062,-8.28584305002098,0.909566560578634,1.46989590393115e-21,9.97102499737445e-20,13.8478482341866,1.7550292063649,197.476927803263,8707.17099797848,323.197527700912,184.8238975949,20.2284126096794,186.888216994818,5.53917988815631,10737.4144970101,9966.58239984564,1.10986732800907,27.0299713213594,20.325471937414,0.731135679457102,10274.9821219173,"protein_coding","lysosomal associated membrane protein family member 5 [Source:HGNC Symbol;Acc:HGNC:16097]"
"3133","LARP7","chr4",112592158,112593871,1714,"*",-0.000132956996788004,0.000132956996788004,2.11355371159787,0.88,0.83,0.05,"M","",-43206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3134","LARS2","chr3",45340452,45342138,1687,"*",0.000159748113243769,0.000159748113243769,2.57849754377012,0,0.335,-0.335,"U","",-46423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3135","LAT","chr16",29251720,29251805,86,"*",0.000127858642469787,0.000127858642469787,2.0250748160506,0.89,0.775,0.115,"M","",266894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3136","LBHD2","chr14",103071121,103071199,79,"*",-0.000131015770689525,0.000131015770689525,2.07986489154328,0.395,0,0.395,"M","",-13011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3137","LCE2D","chr1",152664340,152664373,34,"*",0.000146957055115363,0.000146957055115363,2.3565163660324,0,0.31,-0.31,"U","",960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3138","LCE3A","chr1",152625923,152627803,1881,"*",0.000349257824603657,0.000349257824603657,5.86732544980404,0.04,0.275,-0.235,"U","",-2820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3139","LCMT1","chr16",25015609,25015781,173,"*",-0.000257883567138747,0.000257883567138747,4.28157976063968,0.14,0.05,0.09,"M","ARHGAP17",-95950,"ENSG00000205629",954.44465158084,0.40276629751104,0.115319771676353,0.000317621042213394,0.00164542802884396,994.737098155741,1296.96658350366,846.794069016462,639.045066975266,788.982199975756,877.615410515139,1068.86932229546,995.539155914706,1140.14786031217,801.897308585868,808.92502823774,1258.58954996228,885.629060352775,936.597746876035,1154.46323786276,776.315726751602,"protein_coding","leucine carboxyl methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:17557]"
"3140","LCN9","chr9",135660786,135662739,1954,"*",-0.000524526930997479,0.000524526930997479,8.90901615809162,0.255,0.08,0.175,"M","",-570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3141","LCOR","chr10",96866643,96868574,1932,"*",-0.000149521476618344,0.000149521476618344,2.40102037029326,0.9,0.96,-0.0600000000000001,"U","",34389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3142","LCORL","chr4",18657569,18659149,1581,"*",0.000155270807122674,0.000155270807122674,2.50079656892693,0,0.435,-0.435,"U","",-635693,"ENSG00000178177",1827.36591301884,-0.825355810432785,0.224929262051129,5.8165404365413e-05,0.000370860864632678,1451.7160898839,978.428782548434,3162.06883161522,2012.48247173874,3105.23114849896,3118.15801426235,1844.83123000276,2386.41877085691,910.271894953687,1836.44972215979,1858.38580825289,963.36484071187,1572.50833157791,1529.28850857103,908.070513885721,1600.17964878128,"protein_coding","ligand dependent nuclear receptor corepressor like [Source:HGNC Symbol;Acc:HGNC:30776]"
"3143","LDB2","chr4",17142752,17144292,1541,"*",0.000164865548227179,0.000164865548227179,2.6673075728709,0,0.23,-0.23,"U","",-244074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3144","LDB2","chr4",16752604,16754559,1956,"*",0.000141841803343213,0.000141841803343213,2.26774422525968,0,0.2,-0.2,"U","",144119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3145","LDB2","chr4",16970086,16971932,1847,"*",0.000134170413277763,0.000134170413277763,2.13461183038515,0.03,0.22,-0.19,"U","",-71408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3146","LDB2","chr4",16370521,16372430,1910,"*",0.000154631228419011,0.000154631228419011,2.4896970623443,0.02,0.345,-0.325,"U","",526248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3147","LDLRAD2","chr1",21814451,21814463,13,"*",0.000433811019271342,0.000433811019271342,7.33469566620056,0.9,0.61,0.29,"M","",2186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3148","LDLRAD4","chr18",13224548,13224641,94,"*",0.000276246827459082,0.000276246827459082,4.60026318089245,0.1,0.475,-0.375,"U","",7050,"ENSG00000168675",100.463359711854,-3.28354623471121,0.415568079949224,2.90208678959117e-16,1.11144900455687e-14,22.3104221550785,27.202952698656,274.679841965033,79.3347520504602,289.927193966995,279.024464756172,9.70963805264612,283.926329665205,11.0783597763126,73.4198487052459,98.0265563750418,14.4282752641179,20.6699780692748,9.7562265299587,27.0520201399128,86.866895219555,"protein_coding","low density lipoprotein receptor class A domain containing 4 [Source:HGNC Symbol;Acc:HGNC:1224]"
"3149","LDLRAD4","chr18",13348924,13349744,821,"*",0.000134170413278275,0.000134170413278275,2.13461183039403,0.26,0.64,-0.38,"U","",131426,"ENSG00000168675",100.463359711854,-3.28354623471121,0.415568079949224,2.90208678959117e-16,1.11144900455687e-14,22.3104221550785,27.202952698656,274.679841965033,79.3347520504602,289.927193966995,279.024464756172,9.70963805264612,283.926329665205,11.0783597763126,73.4198487052459,98.0265563750418,14.4282752641179,20.6699780692748,9.7562265299587,27.0520201399128,86.866895219555,"protein_coding","low density lipoprotein receptor class A domain containing 4 [Source:HGNC Symbol;Acc:HGNC:1224]"
"3150","LEF1","chr4",108167752,108168242,491,"*",-0.00118410377143913,0.00118410377143913,20.355578465913,0.385,0,0.385,"M","LEF1",714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3151","LEF1","chr4",108140677,108142174,1498,"*",-0.000216148153181755,0.000216148153181755,3.55728656686785,0.71,0.94,-0.23,"U","",26782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3152","LEF1","chr4",108143077,108143667,591,"*",-0.000268324841155023,0.000268324841155023,4.46278183789927,0.66,0.94,-0.28,"U","",25289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3153","LEF1","chr4",108058635,108059637,1003,"*",-0.000234400736268258,0.000234400736268258,3.87404924980019,0.775,0.94,-0.165,"U","",109319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3154","LEF1","chr4",108035755,108036837,1083,"*",-0.000171884215929839,0.000171884215929839,2.78911236080523,0.5,0,0.5,"M","",132119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3155","LEKR1","chr3",157134969,157135448,480,"*",-0.000226576762831312,0.000226576762831312,3.73826886160346,0.4,0,0.4,"M","",309488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3156","LEPR","chr1",65684994,65685165,172,"*",-0.000135289614003457,0.000135289614003457,2.15403489083256,0.67,1,-0.33,"U","",264342,"ENSG00000116678",253.033095233996,-1.55598970799569,0.45947665173061,3.41624896029111e-05,0.000231170968300842,119.245359794385,65.8135952386839,535.544425606381,232.909363817865,537.07824456181,690.406688435143,225.749084724022,424.092492411319,25.8495061447294,276.516313305472,261.129566141918,45.5045604483717,185.234803466963,169.107926519284,68.7267538689676,185.620839258628,"protein_coding","leptin receptor [Source:HGNC Symbol;Acc:HGNC:6554]"
"3157","LFNG","chr7",2487220,2489157,1938,"*",-0.000164086146120426,0.000164086146120426,2.65378151460024,0.18,0,0.18,"M","",-23372,"ENSG00000106003",6.00651966475243,5.12967162086896,1.08341671038759,1.98089958107634e-07,2.1846101898358e-06,11.5398735284889,22.8153796827437,0,0,0,0,13.755320574582,0,29.5422927368337,0,0.823752574580183,9.9888059520816,0,3.25207550998623,4.38681407674261,0,"protein_coding","LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:6560]"
"3158","LFNG","chr7",2521836,2523111,1276,"*",-0.00020051359608274,0.00020051359608274,3.28595816202386,0.46,0.03,0.43,"M","LFNG",9307,"ENSG00000106003",6.00651966475243,5.12967162086896,1.08341671038759,1.98089958107634e-07,2.1846101898358e-06,11.5398735284889,22.8153796827437,0,0,0,0,13.755320574582,0,29.5422927368337,0,0.823752574580183,9.9888059520816,0,3.25207550998623,4.38681407674261,0,"protein_coding","LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:6560]"
"3159","LGALS14","chr19",39701130,39701754,625,"*",0.000175792074385609,0.000175792074385609,2.8569309113689,0.03,0.185,-0.155,"U","",-2727,"ENSG00000006659",13.9871228577055,-3.11160577926038,0.583493061559028,5.55381486989633e-09,8.11681012642064e-08,5.38527431329481,0,18.6912318496916,16.0125187624782,15.8430160637702,28.6178938211458,5.66395553071023,19.767022951375,0,45.7682173746988,39.5401235798488,0,5.56499409557399,0.813018877496558,2.92454271782841,19.2021557853753,"protein_coding","galectin 14 [Source:HGNC Symbol;Acc:HGNC:30054]"
"3160","LGI1","chr10",93736248,93738220,1973,"*",0.000187899633773372,0.000187899633773372,3.06705037650184,0,0.52,-0.52,"U","",-19620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3161","LGMN","chr14",92644999,92646260,1262,"*",-0.000479172978541585,0.000479172978541585,8.12192538888764,0.735,0.91,-0.175,"U","",102419,"ENSG00000100600",8540.58068147866,3.41061378023591,0.347455635847036,1.40026820791692e-23,1.16400330046551e-21,23808.2977390763,6691.04884926619,1092.21806982546,1668.21331834546,1106.63467205435,1181.68053236481,25957.908197245,1150.08133535273,7746.5430735866,1804.03056818604,1806.48939605434,7490.49459673319,25129.1283381426,20813.2832639119,7643.29239304454,1559.94656046906,"protein_coding","legumain [Source:HGNC Symbol;Acc:HGNC:9472]"
