"","annotated_genes","seqnames","start","end","width","strand","startCpG","endCpG","target","region","lenCpG","bp","tg_mean","bg_mean","delta_means","delta_quants","delta_maxmin","ttest","direction","dist_to_TSS","X","baseMean","log2FoldChange","lfcSE","pvalue","padj","SH.SY5Y_C2","SH.SY5Y_C1","SH.SY5Y_J2","SH.SY5Y_J4","SH.SY5Y_C4","SH.SY5Y_J3","SH.SY5Y_J1","SH.SY5Y_C3","type","description"
"4384","HTR2C","chrX",114025819,114027658,1840,"*",28818601,28818611,"R","chrX:114025819-114027658","10CpGs","1839bp",0.862,0.29,0.573,0.518,0.468,0.0295,"M",-556420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4385","HTR2C","chrX",114470216,114470523,308,"*",28821208,28821213,"R","chrX:114470216-114470523","5CpGs","307bp",0.708,0.367,0.342,0.289,0.267,0.0235,"M",-113555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4386","HTR2C","chrX",114476088,114476572,485,"*",28821262,28821265,"R","chrX:114476088-114476572","3CpGs","484bp",0.31,0.619,0.31,0.252,0.238,0.0283,"U",-107506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4387","HTR2C","chrX",114022335,114023385,1051,"*",28818566,28818580,"R","chrX:114022335-114023385","14CpGs","1050bp",0.667,0.29,0.377,0.32,0.317,0.0238,"M",-560693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4388","HTR2C","chrX",114520353,114521244,892,"*",28821514,28821519,"R","chrX:114520353-114521244","5CpGs","891bp",0.917,0.31,0.607,0.543,0.5,0.0198,"M",-62834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4389","HTR2C","chrX",114737257,114737417,161,"*",28823207,28823217,"R","chrX:114737257-114737417","10CpGs","160bp",0.727,0.299,0.428,0.409,0.402,0.00182,"M",153179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4390","HTR2C","chrX",113949640,113951291,1652,"*",28818062,28818071,"R","chrX:113949640-113951291","9CpGs","1651bp",0.153,0.868,0.715,0.564,0.531,0.0371,"U",-632787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4391","HTR2C","chrX",114158070,114158455,386,"*",28819583,28819588,"R","chrX:114158070-114158455","5CpGs","385bp",0.875,0.0455,0.83,0.724,0.659,0.0248,"M",-425623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4392","HTR2C","chrX",113635321,113636920,1600,"*",28816036,28816044,"R","chrX:113635321-113636920","8CpGs","1599bp",0.205,0.733,0.528,0.473,0.444,0.0135,"U",-947158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4393","HTR2C","chrX",114489663,114491265,1603,"*",28821335,28821344,"R","chrX:114489663-114491265","9CpGs","1602bp",0.211,0.898,0.686,0.622,0.589,0.0105,"U",-92813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4394","HTR2C","chrX",114046170,114046896,727,"*",28818784,28818803,"R","chrX:114046170-114046896","19CpGs","726bp",0.941,0.126,0.816,0.729,0.715,0.0101,"M",-537182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4395","HTR2C","chrX",114579649,114580699,1051,"*",28821904,28821916,"R","chrX:114579649-114580699","12CpGs","1050bp",0.747,0.28,0.468,0.428,0.404,0.0113,"M",-3379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4396","HTR2C","chrX",114727401,114728981,1581,"*",28823129,28823136,"R","chrX:114727401-114728981","7CpGs","1580bp",0.403,0.805,0.402,0.38,0.363,0.00745,"U",143323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4397","HTR2C","chrX",114355430,114356841,1412,"*",28820485,28820496,"R","chrX:114355430-114356841","11CpGs","1411bp",0.111,0.662,0.551,0.463,0.405,0.0418,"U",-227237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4398","HTR5A","chr7",155071054,155071065,12,"*",12363134,12363138,"R","chr7:155071054-155071065","4CpGs","11bp",0.225,0.75,0.525,0.45,0.407,0.0281,"U",730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4399","HTR7","chr10",90109594,90110888,1295,"*",15921964,15921970,"R","chr10:90109594-90110888","6CpGs","1294bp",0.11,0.488,0.378,0.35,0.333,0.00848,"U",747151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4400","HTR7","chr10",89999427,90000985,1559,"*",15921306,15921323,"R","chr10:89999427-90000985","17CpGs","1558bp",0.383,0,0.383,0.358,0.333,0.0162,"M",857054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4401","HTR7","chr10",90200991,90201711,721,"*",15922524,15922532,"R","chr10:90200991-90201711","8CpGs","720bp",0.936,0.417,0.519,0.408,0.372,0.0386,"M",656328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4402","HTRA3","chr4",8201351,8201373,23,"*",6400466,6400469,"R","chr4:8201351-8201373","3CpGs","22bp",0.0889,0.464,0.375,0.33,0.317,0.0123,"U",-68381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4403","HTRA3","chr4",8294952,8295195,244,"*",6402862,6402865,"R","chr4:8294952-8295195","3CpGs","243bp",0.0769,0.609,0.532,0.415,0.372,0.0423,"U",25198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4404","HTRA3","chr4",8302831,8303143,313,"*",6402955,6402958,"R","chr4:8302831-8303143","3CpGs","312bp",0.817,0.35,0.467,0.4,0.378,0.0181,"M",33077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4405","HTRA3","chr4",8267195,8267508,314,"*",6402097,6402104,"R","chr4:8267195-8267508","7CpGs","313bp",0.328,0.824,0.496,0.466,0.444,0.00754,"U",-2246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4406","HTRA3","chr4",8286188,8286500,313,"*",6402667,6402677,"R","chr4:8286188-8286500","10CpGs","312bp",0.763,0.101,0.662,0.604,0.559,0.0181,"M",16434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4407","HTRA3","chr4",8286538,8286578,41,"*",6402679,6402682,"R","chr4:8286538-8286578","3CpGs","40bp",0.728,0.333,0.395,0.304,0.289,0.0446,"M",16784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4408","HUNK","chr21",31812716,31813111,396,"*",26988760,26988763,"R","chr21:31812716-31813111","3CpGs","395bp",0.599,1,0.401,0.379,0.357,0.0117,"U",-59909,"ENSG00000142149",1112.67141108288,0.469641248740319,0.0839599569766333,3.0659128146584e-09,4.28190455129923e-08,1332.54917147386,1313.916755306,966.532155047915,866.564936776299,1250.12072813959,835.245019778899,1022.55614141637,1313.88638072407,"protein_coding","hormonally up-regulated Neu-associated kinase [Source:HGNC Symbol;Acc:HGNC:13326]"
"4409","HUS1B","chr6",467670,467782,113,"*",9317012,9317020,"R","chr6:467670-467782","8CpGs","112bp",0.0357,0.806,0.771,0.747,0.729,0.00221,"U",189318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4410","HUWE1","chrX",53606720,53607471,752,"*",28355965,28355971,"R","chrX:53606720-53607471","6CpGs","751bp",0.875,0.243,0.632,0.529,0.464,0.041,"M",79281,"ENSG00000086758",13143.443918571,-0.33416488559207,0.114458829613932,0.00119856455891694,0.00545956758707917,13724.1460085378,8912.27910239677,15417.6672589658,13758.9571122176,10799.1809676073,13963.2859556556,16365.6323188723,12206.4026243147,"protein_coding","HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:30892]"
"4411","HUWE1","chrX",53774329,53775464,1136,"*",28357776,28357789,"R","chrX:53774329-53775464","13CpGs","1135bp",0.696,0.1,0.596,0.484,0.462,0.03,"M",-87577,"ENSG00000086758",13143.443918571,-0.33416488559207,0.114458829613932,0.00119856455891694,0.00545956758707917,13724.1460085378,8912.27910239677,15417.6672589658,13758.9571122176,10799.1809676073,13963.2859556556,16365.6323188723,12206.4026243147,"protein_coding","HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:30892]"
"4412","HUWE1","chrX",53858332,53858364,33,"*",28358629,28358633,"R","chrX:53858332-53858364","4CpGs","32bp",0.89,0.544,0.346,0.28,0.254,0.0336,"M",-171580,"ENSG00000086758",13143.443918571,-0.33416488559207,0.114458829613932,0.00119856455891694,0.00545956758707917,13724.1460085378,8912.27910239677,15417.6672589658,13758.9571122176,10799.1809676073,13963.2859556556,16365.6323188723,12206.4026243147,"protein_coding","HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:30892]"
"4413","HUWE1","chrX",53999602,54000763,1162,"*",28360284,28360288,"R","chrX:53999602-54000763","4CpGs","1161bp",1,0.436,0.564,0.546,0.545,0.00112,"M",-312850,"ENSG00000086758",13143.443918571,-0.33416488559207,0.114458829613932,0.00119856455891694,0.00545956758707917,13724.1460085378,8912.27910239677,15417.6672589658,13758.9571122176,10799.1809676073,13963.2859556556,16365.6323188723,12206.4026243147,"protein_coding","HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:30892]"
"4414","HUWE1","chrX",53575045,53576573,1529,"*",28355552,28355564,"R","chrX:53575045-53576573","12CpGs","1528bp",0.875,0.503,0.372,0.32,0.306,0.0164,"M",110179,"ENSG00000086758",13143.443918571,-0.33416488559207,0.114458829613932,0.00119856455891694,0.00545956758707917,13724.1460085378,8912.27910239677,15417.6672589658,13758.9571122176,10799.1809676073,13963.2859556556,16365.6323188723,12206.4026243147,"protein_coding","HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:30892]"
"4415","HUWE1","chrX",53772700,53773369,670,"*",28357745,28357769,"R","chrX:53772700-53773369","24CpGs","669bp",0.772,0.26,0.512,0.457,0.435,0.0113,"M",-85948,"ENSG00000086758",13143.443918571,-0.33416488559207,0.114458829613932,0.00119856455891694,0.00545956758707917,13724.1460085378,8912.27910239677,15417.6672589658,13758.9571122176,10799.1809676073,13963.2859556556,16365.6323188723,12206.4026243147,"protein_coding","HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:30892]"
"4416","HUWE1","chrX",53546791,53548067,1277,"*",28355242,28355261,"R","chrX:53546791-53548067","19CpGs","1276bp",0.496,0.886,0.39,0.347,0.338,0.0109,"U",138685,"ENSG00000086758",13143.443918571,-0.33416488559207,0.114458829613932,0.00119856455891694,0.00545956758707917,13724.1460085378,8912.27910239677,15417.6672589658,13758.9571122176,10799.1809676073,13963.2859556556,16365.6323188723,12206.4026243147,"protein_coding","HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:30892]"
"4417","HUWE1","chrX",53643435,53645367,1933,"*",28356227,28356250,"R","chrX:53643435-53645367","23CpGs","1932bp",0.0846,0.517,0.433,0.39,0.347,0.0362,"U",41385,"ENSG00000086758",13143.443918571,-0.33416488559207,0.114458829613932,0.00119856455891694,0.00545956758707917,13724.1460085378,8912.27910239677,15417.6672589658,13758.9571122176,10799.1809676073,13963.2859556556,16365.6323188723,12206.4026243147,"protein_coding","HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:30892]"
"4418","HUWE1","chrX",53695891,53697626,1736,"*",28356891,28356911,"R","chrX:53695891-53697626","20CpGs","1735bp",0.142,0.698,0.556,0.435,0.391,0.0415,"U",-9139,"ENSG00000086758",13143.443918571,-0.33416488559207,0.114458829613932,0.00119856455891694,0.00545956758707917,13724.1460085378,8912.27910239677,15417.6672589658,13758.9571122176,10799.1809676073,13963.2859556556,16365.6323188723,12206.4026243147,"protein_coding","HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:30892]"
"4419","HUWE1","chrX",53824258,53825511,1254,"*",28358316,28358330,"R","chrX:53824258-53825511","14CpGs","1253bp",0.0501,0.578,0.527,0.447,0.435,0.0217,"U",-137506,"ENSG00000086758",13143.443918571,-0.33416488559207,0.114458829613932,0.00119856455891694,0.00545956758707917,13724.1460085378,8912.27910239677,15417.6672589658,13758.9571122176,10799.1809676073,13963.2859556556,16365.6323188723,12206.4026243147,"protein_coding","HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:30892]"
"4420","HUWE1","chrX",53935008,53936503,1496,"*",28359468,28359476,"R","chrX:53935008-53936503","8CpGs","1495bp",0.583,0.243,0.34,0.291,0.281,0.0178,"M",-248256,"ENSG00000086758",13143.443918571,-0.33416488559207,0.114458829613932,0.00119856455891694,0.00545956758707917,13724.1460085378,8912.27910239677,15417.6672589658,13758.9571122176,10799.1809676073,13963.2859556556,16365.6323188723,12206.4026243147,"protein_coding","HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:30892]"
"4421","HUWE1","chrX",54031533,54033156,1624,"*",28360667,28360677,"R","chrX:54031533-54033156","10CpGs","1623bp",0.678,0.377,0.3,0.258,0.255,0.0207,"M",-344781,"ENSG00000086758",13143.443918571,-0.33416488559207,0.114458829613932,0.00119856455891694,0.00545956758707917,13724.1460085378,8912.27910239677,15417.6672589658,13758.9571122176,10799.1809676073,13963.2859556556,16365.6323188723,12206.4026243147,"protein_coding","HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:30892]"
"4422","HUWE1","chrX",53790102,53791360,1259,"*",28357946,28357955,"R","chrX:53790102-53791360","9CpGs","1258bp",0.777,0.445,0.332,0.298,0.294,0.01,"M",-103350,"ENSG00000086758",13143.443918571,-0.33416488559207,0.114458829613932,0.00119856455891694,0.00545956758707917,13724.1460085378,8912.27910239677,15417.6672589658,13758.9571122176,10799.1809676073,13963.2859556556,16365.6323188723,12206.4026243147,"protein_coding","HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:30892]"
"4423","HYCC1","chr7",22840313,22840373,61,"*",11096705,11096708,"R","chr7:22840313-22840373","3CpGs","60bp",0.216,0.685,0.469,0.383,0.335,0.0431,"U",173757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4424","IAPP","chr12",21175769,21176374,606,"*",17983700,17983705,"R","chr12:21175769-21176374","5CpGs","605bp",0.258,0.733,0.476,0.375,0.333,0.0422,"U",-178585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4425","IAPP","chr12",21241592,21242918,1327,"*",17984051,17984057,"R","chr12:21241592-21242918","6CpGs","1326bp",0.127,0.45,0.323,0.268,0.257,0.0254,"U",-112041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4426","IAPP","chr12",21109018,21109710,693,"*",17983374,17983379,"R","chr12:21109018-21109710","5CpGs","692bp",0.962,0.154,0.808,0.769,0.749,0.00288,"M",-245249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4427","IAPP","chr12",21314852,21316780,1929,"*",17984455,17984470,"R","chr12:21314852-21316780","15CpGs","1928bp",0.968,0.603,0.365,0.346,0.329,0.0078,"M",-38179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4428","IAPP","chr12",21329064,21330938,1875,"*",17984521,17984525,"R","chr12:21329064-21330938","4CpGs","1874bp",0.55,0.182,0.368,0.316,0.289,0.0236,"M",-24021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4429","IAPP","chr12",21335246,21336692,1447,"*",17984535,17984546,"R","chr12:21335246-21336692","11CpGs","1446bp",0.599,0,0.599,0.577,0.556,0.00526,"M",-18267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4430","IBA57","chr1",228150797,228150993,197,"*",2145849,2145856,"R","chr1:228150797-228150993","7CpGs","196bp",0.0783,0.558,0.48,0.451,0.434,0.00536,"U",-14811,"ENSG00000181873",551.88954825922,-0.583767492289112,0.157297829436124,1.44174641966246e-05,0.000105250692114733,535.240583875333,417.44230246701,642.711007863495,559.340801798374,361.070292051218,622.566889742605,883.374888834702,393.369619441023,"protein_coding","iron-sulfur cluster assembly factor IBA57 [Source:HGNC Symbol;Acc:HGNC:27302]"
"4431","ICE2","chr15",60752416,60752761,346,"*",21256781,21256792,"R","chr15:60752416-60752761","11CpGs","345bp",0.567,0.0729,0.494,0.391,0.354,0.0379,"M",-273256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4432","ICE2","chr15",61174482,61174750,269,"*",21260798,21260802,"R","chr15:61174482-61174750","4CpGs","268bp",0.792,0.267,0.526,0.43,0.394,0.03,"M",-695322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4433","ID1","chr20",31568380,31568439,60,"*",26293412,26293415,"R","chr20:31568380-31568439","3CpGs","59bp",0.402,0.917,0.515,0.422,0.405,0.0277,"U",-36844,"ENSG00000125968",4330.45270007176,-0.392602354950351,0.122062879119703,0.000304322805705327,0.00162563629207542,3310.27423346964,4643.19020039125,5652.89809729554,4465.08260745943,3614.1092440221,4595.39435882057,5279.41948568306,3083.25337343247,"protein_coding","inhibitor of DNA binding 1, HLH protein [Source:HGNC Symbol;Acc:HGNC:5360]"
"4434","ID2","chr2",7980659,7981698,1040,"*",2471228,2471231,"R","chr2:7980659-7981698","3CpGs","1039bp",0.69,1,0.31,0.298,0.286,0.00587,"U",-697147,"ENSG00000115738",7770.00757698602,-0.32213512128044,0.0765334911683528,9.8035502117712e-06,7.3742709677015e-05,6626.10075515375,7804.80239284631,9127.81132139638,8452.10792865277,6700.23834400703,8529.55307698285,8651.01431863094,6268.43247821809,"protein_coding","inhibitor of DNA binding 2 [Source:HGNC Symbol;Acc:HGNC:5361]"
"4435","ID4","chr6",19526319,19527182,864,"*",9528258,9528265,"R","chr6:19526319-19527182","7CpGs","863bp",0.498,0.159,0.339,0.264,0.247,0.0398,"M",-310188,"ENSG00000172201",316.006710513872,0.56557657928153,0.148672685257824,1.09224824490516e-05,8.16908703156704e-05,423.08436194295,451.658884636437,225.19541707749,206.653005590532,334.955145141853,253.667006006925,299.192352488495,333.647511226293,"protein_coding","inhibitor of DNA binding 4, HLH protein [Source:HGNC Symbol;Acc:HGNC:5363]"
"4436","ID4","chr6",19542372,19542896,525,"*",9528424,9528434,"R","chr6:19542372-19542896","10CpGs","524bp",0.576,0.883,0.308,0.273,0.254,0.0171,"U",-294474,"ENSG00000172201",316.006710513872,0.56557657928153,0.148672685257824,1.09224824490516e-05,8.16908703156704e-05,423.08436194295,451.658884636437,225.19541707749,206.653005590532,334.955145141853,253.667006006925,299.192352488495,333.647511226293,"protein_coding","inhibitor of DNA binding 4, HLH protein [Source:HGNC Symbol;Acc:HGNC:5363]"
"4437","ID4","chr6",19531169,19532384,1216,"*",9528292,9528302,"R","chr6:19531169-19532384","10CpGs","1215bp",0.206,0.523,0.316,0.287,0.278,0.00759,"U",-304986,"ENSG00000172201",316.006710513872,0.56557657928153,0.148672685257824,1.09224824490516e-05,8.16908703156704e-05,423.08436194295,451.658884636437,225.19541707749,206.653005590532,334.955145141853,253.667006006925,299.192352488495,333.647511226293,"protein_coding","inhibitor of DNA binding 4, HLH protein [Source:HGNC Symbol;Acc:HGNC:5363]"
"4438","ID4","chr6",19480042,19480701,660,"*",9527985,9527993,"R","chr6:19480042-19480701","8CpGs","659bp",0.125,0.592,0.467,0.385,0.351,0.0296,"U",-356669,"ENSG00000172201",316.006710513872,0.56557657928153,0.148672685257824,1.09224824490516e-05,8.16908703156704e-05,423.08436194295,451.658884636437,225.19541707749,206.653005590532,334.955145141853,253.667006006925,299.192352488495,333.647511226293,"protein_coding","inhibitor of DNA binding 4, HLH protein [Source:HGNC Symbol;Acc:HGNC:5363]"
"4439","ID4","chr6",19462376,19462849,474,"*",9527836,9527842,"R","chr6:19462376-19462849","6CpGs","473bp",0.763,0.359,0.404,0.344,0.308,0.0328,"M",-374521,"ENSG00000172201",316.006710513872,0.56557657928153,0.148672685257824,1.09224824490516e-05,8.16908703156704e-05,423.08436194295,451.658884636437,225.19541707749,206.653005590532,334.955145141853,253.667006006925,299.192352488495,333.647511226293,"protein_coding","inhibitor of DNA binding 4, HLH protein [Source:HGNC Symbol;Acc:HGNC:5363]"
"4440","ID4","chr6",19414997,19415732,736,"*",9527488,9527500,"R","chr6:19414997-19415732","12CpGs","735bp",0.239,0.788,0.549,0.488,0.479,0.0116,"U",-421638,"ENSG00000172201",316.006710513872,0.56557657928153,0.148672685257824,1.09224824490516e-05,8.16908703156704e-05,423.08436194295,451.658884636437,225.19541707749,206.653005590532,334.955145141853,253.667006006925,299.192352488495,333.647511226293,"protein_coding","inhibitor of DNA binding 4, HLH protein [Source:HGNC Symbol;Acc:HGNC:5363]"
"4441","ID4","chr6",19135706,19136587,882,"*",9525647,9525650,"R","chr6:19135706-19136587","3CpGs","881bp",0.613,0.31,0.303,0.274,0.267,0.00779,"M",-700783,"ENSG00000172201",316.006710513872,0.56557657928153,0.148672685257824,1.09224824490516e-05,8.16908703156704e-05,423.08436194295,451.658884636437,225.19541707749,206.653005590532,334.955145141853,253.667006006925,299.192352488495,333.647511226293,"protein_coding","inhibitor of DNA binding 4, HLH protein [Source:HGNC Symbol;Acc:HGNC:5363]"
"4442","ID4","chr6",19668595,19669160,566,"*",9529320,9529323,"R","chr6:19668595-19669160","3CpGs","565bp",0.193,0.69,0.498,0.429,0.381,0.0352,"U",-168210,"ENSG00000172201",316.006710513872,0.56557657928153,0.148672685257824,1.09224824490516e-05,8.16908703156704e-05,423.08436194295,451.658884636437,225.19541707749,206.653005590532,334.955145141853,253.667006006925,299.192352488495,333.647511226293,"protein_coding","inhibitor of DNA binding 4, HLH protein [Source:HGNC Symbol;Acc:HGNC:5363]"
"4443","ID4","chr6",19643680,19644836,1157,"*",9529112,9529121,"R","chr6:19643680-19644836","9CpGs","1156bp",0.472,0.926,0.454,0.371,0.353,0.0287,"U",-192534,"ENSG00000172201",316.006710513872,0.56557657928153,0.148672685257824,1.09224824490516e-05,8.16908703156704e-05,423.08436194295,451.658884636437,225.19541707749,206.653005590532,334.955145141853,253.667006006925,299.192352488495,333.647511226293,"protein_coding","inhibitor of DNA binding 4, HLH protein [Source:HGNC Symbol;Acc:HGNC:5363]"
"4444","ID4","chr6",18944880,18946672,1793,"*",9524611,9524622,"R","chr6:18944880-18946672","11CpGs","1792bp",0.437,0.793,0.357,0.321,0.316,0.00896,"U",-890698,"ENSG00000172201",316.006710513872,0.56557657928153,0.148672685257824,1.09224824490516e-05,8.16908703156704e-05,423.08436194295,451.658884636437,225.19541707749,206.653005590532,334.955145141853,253.667006006925,299.192352488495,333.647511226293,"protein_coding","inhibitor of DNA binding 4, HLH protein [Source:HGNC Symbol;Acc:HGNC:5363]"
"4445","ID4","chr6",19650442,19651071,630,"*",9529171,9529175,"R","chr6:19650442-19651071","4CpGs","629bp",0.183,0.5,0.317,0.308,0.3,0.00276,"U",-186299,"ENSG00000172201",316.006710513872,0.56557657928153,0.148672685257824,1.09224824490516e-05,8.16908703156704e-05,423.08436194295,451.658884636437,225.19541707749,206.653005590532,334.955145141853,253.667006006925,299.192352488495,333.647511226293,"protein_coding","inhibitor of DNA binding 4, HLH protein [Source:HGNC Symbol;Acc:HGNC:5363]"
"4446","ID4","chr6",19555139,19556003,865,"*",9528527,9528541,"R","chr6:19555139-19556003","14CpGs","864bp",0.62,0.97,0.35,0.289,0.256,0.0387,"U",-281367,"ENSG00000172201",316.006710513872,0.56557657928153,0.148672685257824,1.09224824490516e-05,8.16908703156704e-05,423.08436194295,451.658884636437,225.19541707749,206.653005590532,334.955145141853,253.667006006925,299.192352488495,333.647511226293,"protein_coding","inhibitor of DNA binding 4, HLH protein [Source:HGNC Symbol;Acc:HGNC:5363]"
"4447","ID4","chr6",19943677,19944250,574,"*",9532295,9532302,"R","chr6:19943677-19944250","7CpGs","573bp",0.481,0,0.481,0.441,0.4,0.0273,"M",106307,"ENSG00000172201",316.006710513872,0.56557657928153,0.148672685257824,1.09224824490516e-05,8.16908703156704e-05,423.08436194295,451.658884636437,225.19541707749,206.653005590532,334.955145141853,253.667006006925,299.192352488495,333.647511226293,"protein_coding","inhibitor of DNA binding 4, HLH protein [Source:HGNC Symbol;Acc:HGNC:5363]"
