"","seqnames","start","end","width","strand","startCpG","endCpG","target","region","lenCpG","bp","tg_mean","bg_mean","delta_means","delta_quants","delta_maxmin","ttest","direction","annotated_genes","dist_to_TSS"
"4191","chr8",109348369,109348792,424,"*",13431756,13431761,"R","chr8:109348369-109348792","5CpGs","423bp",0.174,0.508,0.334,0.27,0.263,0.0348,"U","NUDCD1, PKHD1L1","-14248, -13669"
"4192","chr8",110749596,110749950,355,"*",13439730,13439734,"R","chr8:110749596-110749950","4CpGs","354bp",0.0294,0.381,0.352,0.292,0.275,0.0244,"U","KCNV1","-773825"
"4193","chr8",113065266,113065456,191,"*",13451934,13451941,"R","chr8:113065266-113065456","7CpGs","190bp",0.611,0.938,0.326,0.253,0.236,0.0412,"U","CSMD3","371483"
"4194","chr8",113458682,113459525,844,"*",13454131,13454137,"R","chr8:113458682-113459525","6CpGs","843bp",0.0461,0.383,0.337,0.306,0.298,0.00729,"U","CSMD3","-21743"
"4195","chr8",113628663,113630171,1509,"*",13455002,13455008,"R","chr8:113628663-113630171","6CpGs","1508bp",0.314,0.632,0.318,0.258,0.246,0.0298,"U","CSMD3","-191724"
"4196","chr8",113948082,113949491,1410,"*",13456699,13456709,"R","chr8:113948082-113949491","10CpGs","1409bp",0.662,1,0.338,0.301,0.265,0.0442,"U","CSMD3","-511143"
"4197","chr8",113970219,113970907,689,"*",13456814,13456822,"R","chr8:113970219-113970907","8CpGs","688bp",0.606,0.95,0.344,0.278,0.257,0.0313,"U","CSMD3","-533280"
"4198","chr8",116932106,116932293,188,"*",13476293,13476300,"R","chr8:116932106-116932293","7CpGs","187bp",0.144,0.614,0.47,0.36,0.337,0.0446,"U","RAD21, AARD","-57330, -5914"
"4199","chr8",116962814,116963361,548,"*",13476693,13476700,"R","chr8:116962814-116963361","7CpGs","547bp",0.315,0.658,0.343,0.263,0.25,0.047,"U","SLC30A8, MED30","12541, -557352"
"4200","chr8",117220626,117220716,91,"*",13478266,13478271,"R","chr8:117220626-117220716","5CpGs","90bp",0.486,0.899,0.413,0.361,0.317,0.041,"U","SLC30A8, MED30","270353, -299997"
"4201","chr8",117435889,117435967,79,"*",13479461,13479464,"R","chr8:117435889-117435967","3CpGs","78bp",0.0833,0.5,0.417,0.375,0.333,0.0377,"U","SLC30A8, MED30","485616, -84746"
"4202","chr8",117439281,117439533,253,"*",13479481,13479484,"R","chr8:117439281-117439533","3CpGs","252bp",0.167,0.633,0.467,0.435,0.433,0.00506,"U","SLC30A8, MED30","489008, -81180"
"4203","chr8",117743659,117744450,792,"*",13481391,13481397,"R","chr8:117743659-117744450","6CpGs","791bp",0.381,0.761,0.38,0.302,0.275,0.0363,"U","MED30, EXT1","222946, 367376"
"4204","chr8",117786218,117788100,1883,"*",13481650,13481663,"R","chr8:117786218-117788100","13CpGs","1882bp",0.588,0.907,0.32,0.275,0.263,0.0163,"U","MED30, EXT1","265505, 323726"
"4205","chr8",120580184,120581332,1149,"*",13502884,13502899,"R","chr8:120580184-120581332","15CpGs","1148bp",0.567,0.931,0.364,0.345,0.332,0.00537,"U","MRPL13, SNTB1","-134782, 231941"
"4206","chr8",120644268,120644625,358,"*",13503382,13503388,"R","chr8:120644268-120644625","6CpGs","357bp",0.0749,0.479,0.404,0.332,0.321,0.0278,"U","MRPL13, SNTB1","-198866, 168648"
"4207","chr8",120744194,120745794,1601,"*",13504061,13504069,"R","chr8:120744194-120745794","8CpGs","1600bp",0.215,0.558,0.342,0.333,0.325,0.00205,"U","MRPL13, SNTB1","-298792, 67479"
"4208","chr8",122478099,122478889,791,"*",13515648,13515651,"R","chr8:122478099-122478889","3CpGs","790bp",0.658,1,0.342,0.338,0.333,0.000594,"U","HAS2, ZHX2","-836659, -302766"
"4209","chr8",124010850,124012800,1951,"*",13532060,13532070,"R","chr8:124010850-124012800","10CpGs","1950bp",0.615,0.949,0.333,0.288,0.249,0.0498,"U","FER1L6, TMEM65","158863, 359901"
"4210","chr8",125726373,125727526,1154,"*",13549579,13549585,"R","chr8:125726373-125727526","6CpGs","1153bp",0.159,0.503,0.345,0.268,0.244,0.0409,"U","TRIB1, LRATD2","296015, 830952"
"4211","chr8",125975719,125976727,1009,"*",13551048,13551057,"R","chr8:125975719-125976727","9CpGs","1008bp",0.116,0.438,0.322,0.26,0.255,0.0359,"U","TRIB1, LRATD2","545361, 581751"
"4212","chr8",126131027,126132593,1567,"*",13551932,13551942,"R","chr8:126131027-126132593","10CpGs","1566bp",0.492,0.813,0.321,0.298,0.293,0.00452,"U","TRIB1, LRATD2","700669, 425885"
"4213","chr8",126140730,126140913,184,"*",13551971,13551975,"R","chr8:126140730-126140913","4CpGs","183bp",0.385,0.909,0.524,0.411,0.381,0.0378,"U","TRIB1, LRATD2","710372, 417565"
"4214","chr8",126222400,126222736,337,"*",13552413,13552417,"R","chr8:126222400-126222736","4CpGs","336bp",0.0357,0.451,0.416,0.391,0.373,0.00757,"U","TRIB1, LRATD2","792042, 335742"
"4215","chr8",126228601,126229242,642,"*",13552464,13552467,"R","chr8:126228601-126229242","3CpGs","641bp",0.5,0.909,0.409,0.323,0.318,0.046,"U","TRIB1, LRATD2","798243, 329236"
"4216","chr8",126911053,126911594,542,"*",13558172,13558179,"R","chr8:126911053-126911594","7CpGs","541bp",0.142,0.672,0.53,0.404,0.386,0.0491,"U","LRATD2, POU5F1B","-352575, -410589"
"4217","chr8",129589067,129590513,1447,"*",13578491,13578498,"R","chr8:129589067-129590513","7CpGs","1446bp",0.431,0.861,0.43,0.389,0.372,0.00915,"U","CYRIB","426991"
"4218","chr8",129747850,129747996,147,"*",13579530,13579533,"R","chr8:129747850-129747996","3CpGs","146bp",0.15,0.508,0.358,0.289,0.278,0.032,"U","CYRIB","269508"
"4219","chr8",139258285,139258562,278,"*",13656048,13656052,"R","chr8:139258285-139258562","4CpGs","277bp",0.359,0.742,0.383,0.291,0.267,0.0469,"U","COL22A1, KCNK9","-344244, 445547"
"4220","chr8",141671703,141671792,90,"*",13696650,13696655,"R","chr8:141671703-141671792","5CpGs","89bp",0.585,0.929,0.343,0.26,0.242,0.0474,"U","SLC45A4, TSNARE1","-363398, 731390"
"4221","chr8",142143831,142144099,269,"*",13705245,13705255,"R","chr8:142143831-142144099","10CpGs","268bp",0.296,0.923,0.627,0.565,0.52,0.0203,"U","SLC45A4, TSNARE1","-835526, 259083"
"4222","chr8",142259738,142259797,60,"*",13707713,13707716,"R","chr8:142259738-142259797","3CpGs","59bp",0.121,0.55,0.429,0.37,0.357,0.0157,"U","SLC45A4, TSNARE1","-951433, 143385"
"4223","chr8",142414976,142415133,158,"*",13711653,13711656,"R","chr8:142414976-142415133","3CpGs","157bp",0.45,0.964,0.514,0.455,0.429,0.014,"U","TSNARE1, ADGRB1","-11794, -34297"
"4224","chr8",142417388,142417450,63,"*",13711717,13711720,"R","chr8:142417388-142417450","3CpGs","62bp",0.381,0.757,0.376,0.312,0.286,0.0278,"U","TSNARE1, ADGRB1","-14206, -31980"
"4225","chr8",143705416,143705434,19,"*",13743952,13743955,"R","chr8:143705416-143705434","3CpGs","18bp",0.405,0.75,0.345,0.337,0.329,0.00217,"U","MAFA, PUF60","-274684, 125275"
"4226","chr8",143728753,143728790,38,"*",13745059,13745063,"R","chr8:143728753-143728790","4CpGs","37bp",0.37,0.944,0.575,0.473,0.422,0.0358,"U","MAFA, PUF60","-298021, 101919"
"4227","chr8",856218,856282,65,"*",12458638,12458642,"R","chr8:856218-856282","4CpGs","64bp",0.682,0.286,0.396,0.319,0.3,0.0311,"M","TDRP","-310437"
"4228","chr8",5325062,5325129,68,"*",12523226,12523232,"R","chr8:5325062-5325129","6CpGs","67bp",0.955,0.625,0.33,0.267,0.242,0.0333,"M","CSMD1","-330090"
"4229","chr8",12680250,12680315,66,"*",12619444,12619448,"R","chr8:12680250-12680315","4CpGs","65bp",0.45,0.0357,0.414,0.355,0.329,0.0213,"M","FAM86B1, C8orf48","-486117, -886554"
"4230","chr8",14856204,14856778,575,"*",12637872,12637876,"R","chr8:14856204-14856778","4CpGs","574bp",0.894,0.417,0.477,0.374,0.346,0.0381,"M","SGCZ","381653"
"4231","chr8",14875497,14876336,840,"*",12637999,12638005,"R","chr8:14875497-14876336","6CpGs","839bp",0.563,0.183,0.38,0.36,0.356,0.00235,"M","SGCZ","362095"
"4232","chr8",14898028,14898418,391,"*",12638133,12638140,"R","chr8:14898028-14898418","7CpGs","390bp",0.487,0.0714,0.416,0.319,0.286,0.0459,"M","SGCZ","340013"
"4233","chr8",15002349,15003048,700,"*",12638934,12638943,"R","chr8:15002349-15003048","9CpGs","699bp",0.467,0.0781,0.389,0.299,0.279,0.0442,"M","SGCZ","235383"
"4234","chr8",15005301,15006184,884,"*",12638971,12638988,"R","chr8:15005301-15006184","17CpGs","883bp",0.791,0.125,0.666,0.621,0.615,0.00409,"M","SGCZ","232247"
"4235","chr8",15053314,15053629,316,"*",12639308,12639313,"R","chr8:15053314-15053629","5CpGs","315bp",0.743,0.389,0.355,0.298,0.292,0.024,"M","SGCZ","184802"
"4236","chr8",15114150,15115602,1453,"*",12639804,12639814,"R","chr8:15114150-15115602","10CpGs","1452bp",0.944,0.341,0.603,0.5,0.468,0.0251,"M","SGCZ","122829"
"4237","chr8",15172308,15172396,89,"*",12640328,12640335,"R","chr8:15172308-15172396","7CpGs","88bp",0.841,0.208,0.633,0.573,0.55,0.00846,"M","SGCZ","66035"
"4238","chr8",16772999,16774108,1110,"*",12652514,12652524,"R","chr8:16772999-16774108","10CpGs","1109bp",0.795,0.267,0.528,0.424,0.381,0.037,"M","MSR1, FGF20","-205637, 228237"
"4239","chr8",16814053,16815707,1655,"*",12652910,12652922,"R","chr8:16814053-16815707","12CpGs","1654bp",0.942,0.627,0.315,0.302,0.29,0.00496,"M","MSR1, FGF20","-246691, 186638"
"4240","chr8",16855961,16856621,661,"*",12653194,12653197,"R","chr8:16855961-16856621","3CpGs","660bp",0.792,0.396,0.396,0.355,0.333,0.0136,"M","MSR1, FGF20","-288599, 145724"
"4241","chr8",19372566,19373583,1018,"*",12678050,12678053,"R","chr8:19372566-19373583","3CpGs","1017bp",1,0.675,0.325,0.254,0.25,0.0493,"M","SH2D4A, CSGALNACT1","58873, 384446"
"4242","chr8",21140370,21140971,602,"*",12694935,12694938,"R","chr8:21140370-21140971","3CpGs","601bp",0.829,0.477,0.351,0.315,0.3,0.0106,"M","LZTS1, GFRA2","-836407, 671386"
"4243","chr8",22830192,22830400,209,"*",12719682,12719687,"R","chr8:22830192-22830400","5CpGs","208bp",0.865,0.477,0.388,0.355,0.342,0.00698,"M","EGR3, RHOBTB2","-136712, -157017"
"4244","chr8",23540803,23540881,79,"*",12730429,12730433,"R","chr8:23540803-23540881","4CpGs","78bp",0.816,0.287,0.528,0.43,0.411,0.0293,"M","SLC25A37, NKX3-1","11847, 142057"
"4245","chr8",23682407,23682482,76,"*",12731858,12731867,"R","chr8:23682407-23682482","9CpGs","75bp",0.505,0.131,0.374,0.33,0.304,0.0204,"M","NKX3-1","456"
"4246","chr8",23705246,23705406,161,"*",12732292,12732302,"R","chr8:23705246-23705406","10CpGs","160bp",0.479,0.13,0.349,0.314,0.29,0.0188,"M","NKX3-1, NKX2-6","-22308, 1350"
"4247","chr8",25566985,25567264,280,"*",12747812,12747817,"R","chr8:25566985-25567264","5CpGs","279bp",0.828,0.215,0.613,0.475,0.418,0.0474,"M","KCTD9, EBF2","-108509, 478149"
"4248","chr8",33933076,33934212,1137,"*",12827772,12827776,"R","chr8:33933076-33934212","4CpGs","1136bp",0.845,0.314,0.531,0.416,0.405,0.0438,"M","DUSP26","-333053"
"4249","chr8",34097961,34099933,1973,"*",12828819,12828827,"R","chr8:34097961-34099933","8CpGs","1972bp",0.858,0.455,0.404,0.359,0.315,0.0454,"M","DUSP26","-497938"
"4250","chr8",34306942,34308473,1532,"*",12830031,12830034,"R","chr8:34306942-34308473","3CpGs","1531bp",0.944,0.262,0.683,0.564,0.532,0.0251,"M","DUSP26, UNC5D","-706919, -927002"
"4251","chr8",34348584,34348909,326,"*",12830260,12830263,"R","chr8:34348584-34348909","3CpGs","325bp",0.801,0.381,0.42,0.338,0.299,0.0411,"M","DUSP26, UNC5D","-748561, -886566"
"4252","chr8",34602793,34602943,151,"*",12831762,12831765,"R","chr8:34602793-34602943","3CpGs","150bp",0.838,0.136,0.701,0.639,0.618,0.00699,"M","DUSP26, UNC5D","-1002770, -632532"
"4253","chr8",34683979,34684363,385,"*",12832237,12832243,"R","chr8:34683979-34684363","6CpGs","384bp",0.477,0,0.477,0.466,0.455,0.00226,"M","UNC5D","-551112"
"4254","chr8",34737546,34738011,466,"*",12832513,12832516,"R","chr8:34737546-34738011","3CpGs","465bp",0.598,0.206,0.392,0.355,0.341,0.00846,"M","UNC5D","-497464"
"4255","chr8",34774379,34775920,1542,"*",12832729,12832736,"R","chr8:34774379-34775920","7CpGs","1541bp",1,0.519,0.481,0.463,0.462,0.0016,"M","UNC5D","-459555"
"4256","chr8",34840749,34841505,757,"*",12833109,12833114,"R","chr8:34840749-34841505","5CpGs","756bp",0.397,0,0.397,0.377,0.357,0.0101,"M","UNC5D","-393970"
"4257","chr8",34866105,34866593,489,"*",12833296,12833299,"R","chr8:34866105-34866593","3CpGs","488bp",0.63,0.16,0.47,0.421,0.379,0.031,"M","UNC5D","-368882"
"4258","chr8",34867219,34868188,970,"*",12833299,12833310,"R","chr8:34867219-34868188","11CpGs","969bp",0.84,0.525,0.315,0.28,0.268,0.011,"M","UNC5D","-367287"
"4259","chr8",36773862,36773867,6,"*",12845398,12845401,"R","chr8:36773862-36773867","3CpGs","5bp",0.9,0.25,0.65,0.498,0.443,0.0473,"M","KCNU1","-10457"
"4260","chr8",37543662,37543933,272,"*",12851463,12851469,"R","chr8:37543662-37543933","6CpGs","271bp",0.768,0.221,0.547,0.5,0.489,0.00624,"M","KCNU1, ZNF703","759338, -151849"
"4261","chr8",37966188,37966245,58,"*",12858302,12858309,"R","chr8:37966188-37966245","7CpGs","57bp",1,0.445,0.555,0.539,0.538,0.000881,"M","ADRB3","354"
"4262","chr8",38149135,38149367,233,"*",12861013,12861017,"R","chr8:38149135-38149367","4CpGs","232bp",0.779,0.31,0.469,0.407,0.367,0.0293,"M","ASH2L, STAR","43642, 1625"
"4263","chr8",40994117,40994146,30,"*",12887176,12887179,"R","chr8:40994117-40994146","3CpGs","29bp",0.75,0.25,0.5,0.411,0.367,0.0358,"M","ZMAT4, SFRP1","-96284, 315327"
"4264","chr8",43150232,43150352,121,"*",12917176,12917180,"R","chr8:43150232-43150352","4CpGs","120bp",0.899,0.567,0.332,0.289,0.275,0.0149,"M","HGSNAT, POTEA","9768, -142131"
"4265","chr8",43983302,43983595,294,"*",12923582,12923588,"R","chr8:43983302-43983595","6CpGs","293bp",0.664,0.14,0.524,0.479,0.436,0.0256,"M","POTEA","690819"
"4266","chr8",47522265,47523023,759,"*",12969176,12969180,"R","chr8:47522265-47523023","4CpGs","758bp",1,0.681,0.319,0.266,0.263,0.0294,"M","SPIDR, CEBPD","261387, 215141"
"4267","chr8",49740226,49740614,389,"*",12990464,12990471,"R","chr8:49740226-49740614","7CpGs","388bp",0.95,0.567,0.383,0.338,0.312,0.0196,"M","PPDPFL, SNTG1","685915, -169175"
"4268","chr8",49798301,49798694,394,"*",12990789,12990793,"R","chr8:49798301-49798694","4CpGs","393bp",0.789,0.414,0.375,0.355,0.349,0.00233,"M","PPDPFL, SNTG1","743990, -111095"
"4269","chr8",50117042,50117692,651,"*",12992678,12992685,"R","chr8:50117042-50117692","7CpGs","650bp",0.783,0.428,0.356,0.29,0.263,0.0327,"M","SNTG1","207253"
"4270","chr8",50357079,50357386,308,"*",12994020,12994025,"R","chr8:50357079-50357386","5CpGs","307bp",0.708,0.367,0.342,0.289,0.267,0.0235,"M","SNTG1","447290"
"4271","chr8",50366171,50366370,200,"*",12994059,12994063,"R","chr8:50366171-50366370","4CpGs","199bp",0.878,0.563,0.315,0.28,0.252,0.0297,"M","SNTG1","456382"
"4272","chr8",50499707,50500697,991,"*",12994868,12994872,"R","chr8:50499707-50500697","4CpGs","990bp",1,0.67,0.33,0.288,0.286,0.0178,"M","SNTG1","589918"
"4273","chr8",50828031,50828966,936,"*",12996602,12996605,"R","chr8:50828031-50828966","3CpGs","935bp",0.845,0.464,0.381,0.341,0.333,0.00962,"M","SNTG1, PXDNL","918242, 980479"
"4274","chr8",50972474,50972674,201,"*",12997455,12997461,"R","chr8:50972474-50972674","6CpGs","200bp",0.686,0.312,0.374,0.305,0.292,0.0294,"M","PXDNL","836771"
"4275","chr8",51156813,51156914,102,"*",12998612,12998618,"R","chr8:51156813-51156914","6CpGs","101bp",0.766,0.342,0.424,0.358,0.33,0.0241,"M","PXDNL","652531"
"4276","chr8",56116515,56116807,293,"*",13042906,13042911,"R","chr8:56116515-56116807","5CpGs","292bp",0.764,0.322,0.442,0.341,0.329,0.0479,"M","MOS","-2533"
"4277","chr8",57022172,57022204,33,"*",13050087,13050092,"R","chr8:57022172-57022204","5CpGs","32bp",0.536,0.168,0.368,0.309,0.289,0.0222,"M","BPNT2, FAM110B","-28305, -972319"
"4278","chr8",63565258,63565316,59,"*",13098130,13098133,"R","chr8:63565258-63565316","3CpGs","58bp",0.5,0,0.5,0.5,0.5,0,"M","YTHDF3","396705"
"4279","chr8",64547756,64548992,1237,"*",13103952,13103958,"R","chr8:64547756-64548992","6CpGs","1236bp",0.536,0.183,0.353,0.329,0.32,0.00423,"M","BHLHE22","-31373"
"4280","chr8",74050626,74050752,127,"*",13179954,13179957,"R","chr8:74050626-74050752","3CpGs","126bp",0.607,0.152,0.455,0.402,0.363,0.0287,"M","LY96, GDAP1","59234, -269861"
"4281","chr8",74051719,74051854,136,"*",13179971,13179976,"R","chr8:74051719-74051854","5CpGs","135bp",0.497,0.179,0.318,0.24,0.216,0.0487,"M","LY96, GDAP1","60327, -268759"
"4282","chr8",74082761,74083238,478,"*",13180204,13180208,"R","chr8:74082761-74083238","4CpGs","477bp",0.697,0.381,0.316,0.256,0.238,0.0305,"M","LY96, GDAP1","91369, -237375"
"4283","chr8",74240096,74241070,975,"*",13181491,13181500,"R","chr8:74240096-74241070","9CpGs","974bp",0.826,0.52,0.305,0.239,0.232,0.044,"M","LY96, GDAP1","248704, -79543"
"4284","chr8",78347817,78348451,635,"*",13205249,13205252,"R","chr8:78347817-78348451","3CpGs","634bp",0.389,0,0.389,0.361,0.333,0.0198,"M","PKIA","-167889"
"4285","chr8",79262935,79263244,310,"*",13210112,13210116,"R","chr8:79262935-79263244","4CpGs","309bp",0.899,0.59,0.309,0.255,0.232,0.0298,"M","IL7, STMN2","-457412, -347873"
"4286","chr8",83261463,83261743,281,"*",13239413,13239418,"R","chr8:83261463-83261743","5CpGs","280bp",0.351,0,0.351,0.312,0.273,0.046,"M","RALYL","-921044"
"4287","chr8",83871193,83872380,1188,"*",13242606,13242611,"R","chr8:83871193-83872380","5CpGs","1187bp",0.5,0.0714,0.429,0.348,0.331,0.0301,"M","RALYL","-310407"
"4288","chr8",83916150,83916643,494,"*",13242838,13242842,"R","chr8:83916150-83916643","4CpGs","493bp",0.95,0.473,0.477,0.383,0.355,0.0325,"M","RALYL","-266144"
"4289","chr8",84020096,84020373,278,"*",13243418,13243422,"R","chr8:84020096-84020373","4CpGs","277bp",0.395,0.0417,0.354,0.293,0.27,0.0271,"M","RALYL","-162414"
"4290","chr8",86243884,86244256,373,"*",13260061,13260066,"R","chr8:86243884-86244256","5CpGs","372bp",0.345,0.0278,0.318,0.276,0.26,0.0159,"M","ATP6V0D2, SLC7A13","144974, 76890"
"4291","chr8",98942653,98942667,15,"*",13353198,13353201,"R","chr8:98942653-98942667","3CpGs","14bp",0.858,0.528,0.331,0.275,0.244,0.0361,"M","OSR2, STK3","-1736, 160"
"4292","chr8",99635433,99636052,620,"*",13358284,13358288,"R","chr8:99635433-99636052","4CpGs","619bp",0.879,0.525,0.354,0.283,0.269,0.0339,"M","VPS13B, COX6C","622167, 257655"
"4293","chr8",100026304,100026952,649,"*",13361007,13361012,"R","chr8:100026304-100026952","5CpGs","648bp",0.967,0.633,0.333,0.285,0.267,0.0194,"M","COX6C, RGS22","-132597, 104316"
"4294","chr8",102123065,102123316,252,"*",13381122,13381128,"R","chr8:102123065-102123316","6CpGs","251bp",0.483,0,0.483,0.475,0.467,0.00119,"M","GRHL2, NCALD","630626, 1591"
"4295","chr8",104689566,104689786,221,"*",13402994,13402998,"R","chr8:104689566-104689786","4CpGs","220bp",0.679,0.321,0.359,0.34,0.333,0.00254,"M","LRP12, ZFPM2","-100308, -13933"
"4296","chr8",105359575,105359666,92,"*",13407048,13407053,"R","chr8:105359575-105359666","5CpGs","91bp",0.915,0.598,0.317,0.287,0.274,0.00966,"M","ZFPM2, OXR1","655856, -910478"
"4297","chr8",105734032,105734322,291,"*",13409506,13409509,"R","chr8:105734032-105734322","3CpGs","290bp",0.9,0.333,0.567,0.517,0.467,0.0298,"M","OXR1","-535822"
"4298","chr8",105975417,105975467,51,"*",13410866,13410871,"R","chr8:105975417-105975467","5CpGs","50bp",0.847,0.472,0.374,0.336,0.324,0.00916,"M","OXR1","-294677"
"4299","chr8",107175867,107176169,303,"*",13418414,13418418,"R","chr8:107175867-107176169","4CpGs","302bp",0.756,0.318,0.438,0.349,0.333,0.0359,"M","ABRA, ANGPT1","-405623, 321886"
"4300","chr8",107662199,107662435,237,"*",13421546,13421556,"R","chr8:107662199-107662435","10CpGs","236bp",0.644,0.225,0.419,0.323,0.294,0.0435,"M","ANGPT1, RSPO2","-164144, 421207"
"4301","chr8",107662593,107662996,404,"*",13421564,13421573,"R","chr8:107662593-107662996","9CpGs","403bp",0.554,0,0.554,0.498,0.441,0.039,"M","ANGPT1, RSPO2","-164538, 420646"
"4302","chr8",109655150,109655326,177,"*",13433930,13433935,"R","chr8:109655150-109655326","5CpGs","176bp",0.381,0.05,0.331,0.26,0.233,0.0409,"M","EBAG9, SYBU","115439, 36465"
"4303","chr8",109691324,109691361,38,"*",13434161,13434165,"R","chr8:109691324-109691361","4CpGs","37bp",0.856,0.33,0.525,0.444,0.403,0.0279,"M","SYBU","430"
"4304","chr8",110511966,110512283,318,"*",13438536,13438540,"R","chr8:110511966-110512283","4CpGs","317bp",0.686,0.129,0.557,0.495,0.438,0.0397,"M","KCNV1","-536195"
"4305","chr8",113959940,113960530,591,"*",13456752,13456755,"R","chr8:113959940-113960530","3CpGs","590bp",1,0.293,0.707,0.7,0.7,0.000102,"M","CSMD3","-523001"
"4306","chr8",114386407,114386520,114,"*",13459400,13459410,"R","chr8:114386407-114386520","10CpGs","113bp",0.615,0.113,0.502,0.481,0.48,0.00193,"M","CSMD3","-949468"
"4307","chr8",115007188,115008729,1542,"*",13462902,13462911,"R","chr8:115007188-115008729","9CpGs","1541bp",0.5,0.17,0.33,0.26,0.23,0.0435,"M","TRPS1","800944"
"4308","chr8",116904621,116904725,105,"*",13476079,13476082,"R","chr8:116904621-116904725","3CpGs","104bp",0.729,0.261,0.468,0.405,0.352,0.0467,"M","RAD21, AARD","-29845, -33482"
"4309","chr8",117376761,117377135,375,"*",13479102,13479106,"R","chr8:117376761-117377135","4CpGs","374bp",0.5,0.0833,0.417,0.338,0.333,0.0377,"M","SLC30A8, MED30","426488, -143578"
"4310","chr8",117511465,117512799,1335,"*",13479875,13479880,"R","chr8:117511465-117512799","5CpGs","1334bp",0.384,0.0357,0.349,0.301,0.286,0.0162,"M","SLC30A8, MED30","561192, -7914"
"4311","chr8",117552051,117553400,1350,"*",13480229,13480239,"R","chr8:117552051-117553400","10CpGs","1349bp",1,0.548,0.452,0.383,0.379,0.0247,"M","MED30, EXT1","31338, 558426"
"4312","chr8",117624804,117626201,1398,"*",13480669,13480681,"R","chr8:117624804-117626201","12CpGs","1397bp",0.76,0.217,0.543,0.42,0.383,0.0421,"M","MED30, EXT1","104091, 485625"
"4313","chr8",120028521,120028715,195,"*",13498765,13498770,"R","chr8:120028521-120028715","5CpGs","194bp",0.792,0.25,0.542,0.473,0.45,0.0141,"M","DEPTOR, COL14A1","154804, -31065"
