"","annotated_genes","seqnames","start","end","width","strand","startCpG","endCpG","target","region","lenCpG","bp","tg_mean","bg_mean","delta_means","delta_quants","delta_maxmin","ttest","direction","segment_id","dist_to_TSS","X","baseMean","log2FoldChange","lfcSE","pvalue","padj","RPMI8226_1_3b","JJN3_1_3b","OPM_4_1","MM1R_1_2","OPM_2_1","OPM_3_3","JJN3_4_2b","OPM_4_3","RPMI8226_4_1b","MM1R_3_1","MM1R_2_2","RPMI8226_2_3b","JJN3_2_2b","JJN3_3_3b","RPMI8226_3_2b","MM1R_4_2","type","description"
"38024","KLHL24","chr3",183560893,183560934,42,"*",6068744,6068750,"R","chr3:183560893-183560934","6CpGs","41bp",0.874,0.148,0.726,0.548,0.504,0.0483,"M","chr3:183560893-183560934",-74676,"ENSG00000114796",1881.53707994719,1.0349193293416,0.133559649186881,1.21212567678309e-15,4.26721648906184e-14,2291.81888275789,2546.54737843547,1292.13298439172,1243.15372937785,892.753955193451,1173.33364666698,2876.48027309641,1079.99825397967,1954.40730387115,1474.11800127676,1489.34465484097,2753.5808407905,2446.21240458302,2503.2851238119,2994.73174305629,1092.69410302493,"protein_coding","kelch like family member 24 [Source:HGNC Symbol;Acc:HGNC:25947]"
"38207","KRAS","chr12",25365719,25366303,585,"*",18013920,18013925,"R","chr12:25365719-25366303","5CpGs","584bp",0.231,0.955,0.723,0.617,0.552,0.0326,"U","chr12:25365719-25366303",-114783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38208","KRAS","chr12",25618648,25619823,1176,"*",18015993,18016000,"R","chr12:25618648-25619823","7CpGs","1175bp",0.136,0.899,0.763,0.685,0.616,0.0307,"U","chr12:25618648-25619823",-367712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38209","KRAS","chr12",25631382,25633363,1982,"*",18016103,18016112,"R","chr12:25631382-25633363","9CpGs","1981bp",0,0.55,0.55,0.502,0.5,0.00816,"U","chr12:25631382-25633363",-380446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38707","LAMP2","chrX",120580580,120580959,380,"*",28875399,28875408,"R","chrX:120580580-120580959","9CpGs","379bp",0.472,0.92,0.448,0.358,0.34,0.034,"U","chrX:120580580-120580959",-111215,"ENSG00000005893",5236.09575559063,0.250451989423567,0.103325489560231,0.0129625281062028,0.0376936845001118,4789.04751432288,5970.6093600534,4292.48202739439,5553.43264353221,4470.10698239276,4719.56765600397,6838.01259857603,3780.8923899721,5295.45597307743,5283.36859319179,5340.38794100333,5997.723040561,5668.34398592037,5540.72365013905,5571.25387746312,4666.1238558462,"protein_coding","lysosomal associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:6501]"
"38796","LANCL1","chr2",210878817,210880457,1641,"*",4212986,4212996,"R","chr2:210878817-210880457","10CpGs","1640bp",0.103,0.568,0.465,0.375,0.346,0.0318,"U","chr2:210878817-210880457",-401165,"ENSG00000115365",2494.83403057222,0.454231149057934,0.116862470946399,6.12184086094594e-05,0.000387236390680728,2497.22863156499,3080.95377177359,2261.63905381268,1932.41987792635,2623.60346016035,2575.61044390312,3395.94590891298,1780.82906771024,2779.74510720644,1948.96325653926,1850.97203508167,2839.04062504719,2721.28211273568,2937.43720439507,2955.25041636561,1736.42351602037,"protein_coding","LanC like 1 [Source:HGNC Symbol;Acc:HGNC:6508]"
"38797","LANCL1","chr2",211421667,211422353,687,"*",4216077,4216085,"R","chr2:211421667-211422353","8CpGs","686bp",0.365,0.916,0.551,0.505,0.465,0.0203,"U","chr2:211421667-211422353",-944015,"ENSG00000115365",2494.83403057222,0.454231149057934,0.116862470946399,6.12184086094594e-05,0.000387236390680728,2497.22863156499,3080.95377177359,2261.63905381268,1932.41987792635,2623.60346016035,2575.61044390312,3395.94590891298,1780.82906771024,2779.74510720644,1948.96325653926,1850.97203508167,2839.04062504719,2721.28211273568,2937.43720439507,2955.25041636561,1736.42351602037,"protein_coding","LanC like 1 [Source:HGNC Symbol;Acc:HGNC:6508]"
"38798","LANCL1","chr2",210971856,210973219,1364,"*",4213542,4213551,"R","chr2:210971856-210973219","9CpGs","1363bp",0.13,0.515,0.384,0.364,0.357,0.00253,"U","chr2:210971856-210973219",-494204,"ENSG00000115365",2494.83403057222,0.454231149057934,0.116862470946399,6.12184086094594e-05,0.000387236390680728,2497.22863156499,3080.95377177359,2261.63905381268,1932.41987792635,2623.60346016035,2575.61044390312,3395.94590891298,1780.82906771024,2779.74510720644,1948.96325653926,1850.97203508167,2839.04062504719,2721.28211273568,2937.43720439507,2955.25041636561,1736.42351602037,"protein_coding","LanC like 1 [Source:HGNC Symbol;Acc:HGNC:6508]"
"38799","LANCL1","chr2",211476697,211478423,1727,"*",4216403,4216409,"R","chr2:211476697-211478423","6CpGs","1726bp",0,0.343,0.343,0.289,0.286,0.0267,"U","chr2:211476697-211478423",-999045,"ENSG00000115365",2494.83403057222,0.454231149057934,0.116862470946399,6.12184086094594e-05,0.000387236390680728,2497.22863156499,3080.95377177359,2261.63905381268,1932.41987792635,2623.60346016035,2575.61044390312,3395.94590891298,1780.82906771024,2779.74510720644,1948.96325653926,1850.97203508167,2839.04062504719,2721.28211273568,2937.43720439507,2955.25041636561,1736.42351602037,"protein_coding","LanC like 1 [Source:HGNC Symbol;Acc:HGNC:6508]"
"38800","LANCL1","chr2",210978033,210978079,47,"*",4213581,4213586,"R","chr2:210978033-210978079","5CpGs","46bp",0.282,0.937,0.655,0.606,0.565,0.0154,"U","chr2:210978033-210978079",-500381,"ENSG00000115365",2494.83403057222,0.454231149057934,0.116862470946399,6.12184086094594e-05,0.000387236390680728,2497.22863156499,3080.95377177359,2261.63905381268,1932.41987792635,2623.60346016035,2575.61044390312,3395.94590891298,1780.82906771024,2779.74510720644,1948.96325653926,1850.97203508167,2839.04062504719,2721.28211273568,2937.43720439507,2955.25041636561,1736.42351602037,"protein_coding","LanC like 1 [Source:HGNC Symbol;Acc:HGNC:6508]"
"38801","LANCL1","chr2",211241145,211242074,930,"*",4215052,4215059,"R","chr2:211241145-211242074","7CpGs","929bp",0.165,0.567,0.402,0.389,0.381,0.00187,"U","chr2:211241145-211242074",-763493,"ENSG00000115365",2494.83403057222,0.454231149057934,0.116862470946399,6.12184086094594e-05,0.000387236390680728,2497.22863156499,3080.95377177359,2261.63905381268,1932.41987792635,2623.60346016035,2575.61044390312,3395.94590891298,1780.82906771024,2779.74510720644,1948.96325653926,1850.97203508167,2839.04062504719,2721.28211273568,2937.43720439507,2955.25041636561,1736.42351602037,"protein_coding","LanC like 1 [Source:HGNC Symbol;Acc:HGNC:6508]"
"38802","LANCL1","chr2",210667815,210669634,1820,"*",4211888,4211895,"R","chr2:210667815-210669634","7CpGs","1819bp",0,0.397,0.397,0.337,0.333,0.025,"U","chr2:210667815-210669634",-190163,"ENSG00000115365",2494.83403057222,0.454231149057934,0.116862470946399,6.12184086094594e-05,0.000387236390680728,2497.22863156499,3080.95377177359,2261.63905381268,1932.41987792635,2623.60346016035,2575.61044390312,3395.94590891298,1780.82906771024,2779.74510720644,1948.96325653926,1850.97203508167,2839.04062504719,2721.28211273568,2937.43720439507,2955.25041636561,1736.42351602037,"protein_coding","LanC like 1 [Source:HGNC Symbol;Acc:HGNC:6508]"
"38803","LANCL1","chr2",210714484,210716026,1543,"*",4212109,4212123,"R","chr2:210714484-210716026","14CpGs","1542bp",0.0483,0.478,0.43,0.355,0.35,0.0313,"U","chr2:210714484-210716026",-236832,"ENSG00000115365",2494.83403057222,0.454231149057934,0.116862470946399,6.12184086094594e-05,0.000387236390680728,2497.22863156499,3080.95377177359,2261.63905381268,1932.41987792635,2623.60346016035,2575.61044390312,3395.94590891298,1780.82906771024,2779.74510720644,1948.96325653926,1850.97203508167,2839.04062504719,2721.28211273568,2937.43720439507,2955.25041636561,1736.42351602037,"protein_coding","LanC like 1 [Source:HGNC Symbol;Acc:HGNC:6508]"
"38874","LBP","chr20",38355755,38355815,61,"*",26393059,26393063,"R","chr20:38355755-38355815","4CpGs","60bp",0.448,0.89,0.441,0.379,0.336,0.0371,"U","chr20:38355755-38355815",9273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38875","LBP","chr20",38403753,38403799,47,"*",26393677,26393680,"R","chr20:38403753-38403799","3CpGs","46bp",0.887,0.231,0.657,0.546,0.515,0.0237,"M","chr20:38403753-38403799",57271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38876","LBP","chr20",38465363,38465503,141,"*",26394739,26394743,"R","chr20:38465363-38465503","4CpGs","140bp",0.85,0.417,0.433,0.329,0.3,0.0468,"M","chr20:38465363-38465503",118881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39167","LEF1","chr4",108172898,108172934,37,"*",7130519,7130524,"R","chr4:108172898-108172934","5CpGs","36bp",0.884,0.0933,0.79,0.738,0.726,0.00389,"M","chr4:108172898-108172934",-3942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39168","LEF1","chr4",108173023,108173156,134,"*",7130533,7130540,"R","chr4:108173023-108173156","7CpGs","133bp",0.72,0,0.72,0.64,0.56,0.0461,"M","chr4:108173023-108173156",-4067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39169","LEF1","chr4",108173256,108173286,31,"*",7130551,7130559,"R","chr4:108173256-108173286","8CpGs","30bp",0.606,0.00569,0.6,0.589,0.578,0.00127,"M","chr4:108173256-108173286",-4300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39170","LEF1","chr4",108173473,108173643,171,"*",7130580,7130583,"R","chr4:108173473-108173643","3CpGs","170bp",0.605,0.00909,0.596,0.566,0.544,0.00533,"M","chr4:108173473-108173643",-4517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39171","LEF1","chr4",108483669,108485395,1727,"*",7132863,7132872,"R","chr4:108483669-108485395","9CpGs","1726bp",0.558,0.935,0.378,0.288,0.256,0.0487,"U","chr4:108483669-108485395",-314713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39172","LEF1","chr4",108503068,108503323,256,"*",7132967,7132977,"R","chr4:108503068-108503323","10CpGs","255bp",0.282,0.658,0.377,0.328,0.286,0.0445,"U","chr4:108503068-108503323",-334112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39173","LEF1","chr4",108173898,108173926,29,"*",7130589,7130592,"R","chr4:108173898-108173926","3CpGs","28bp",0.329,0.953,0.625,0.583,0.561,0.00584,"U","chr4:108173898-108173926",-4942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39174","LEF1","chr4",108165688,108165852,165,"*",7130125,7130128,"R","chr4:108165688-108165852","3CpGs","164bp",0.106,0.816,0.71,0.67,0.665,0.00297,"U","chr4:108165688-108165852",3104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39175","LEF1","chr4",108113063,108113469,407,"*",7129761,7129766,"R","chr4:108113063-108113469","5CpGs","406bp",0.131,0.769,0.638,0.505,0.493,0.0413,"U","chr4:108113063-108113469",55487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39176","LEF1","chr4",108155717,108156460,744,"*",7130066,7130071,"R","chr4:108155717-108156460","5CpGs","743bp",0.145,0.809,0.665,0.533,0.498,0.0323,"U","chr4:108155717-108156460",12496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39177","LEF1","chr4",108451411,108452717,1307,"*",7132646,7132663,"R","chr4:108451411-108452717","17CpGs","1306bp",0.228,0.718,0.49,0.401,0.386,0.0286,"U","chr4:108451411-108452717",-282455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39178","LEF1","chr4",108173177,108173250,74,"*",7130540,7130551,"R","chr4:108173177-108173250","11CpGs","73bp",0.865,0.00198,0.863,0.835,0.808,0.00378,"M","chr4:108173177-108173250",-4221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39179","LEF1","chr4",108172753,108172896,144,"*",7130505,7130519,"R","chr4:108172753-108172896","14CpGs","143bp",0.512,0.00781,0.504,0.482,0.465,0.00488,"M","chr4:108172753-108172896",-3797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39180","LEF1","chr4",108173294,108173415,122,"*",7130559,7130580,"R","chr4:108173294-108173415","21CpGs","121bp",0.941,0.00474,0.936,0.924,0.914,0.000419,"M","chr4:108173294-108173415",-4338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39181","LEF1","chr4",108172948,108173006,59,"*",7130524,7130533,"R","chr4:108172948-108173006","9CpGs","58bp",0.809,0.00222,0.807,0.77,0.736,0.00721,"M","chr4:108172948-108173006",-3992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39182","LEFTY2","chr1",225985491,225986217,727,"*",2117185,2117193,"R","chr1:225985491-225986217","8CpGs","726bp",0.871,0.0649,0.806,0.754,0.73,0.00462,"M","chr1:225985491-225986217",-44108,"ENSG00000143768",709.231724038253,-2.3058645648593,1.18124516574305,0.00164414914458608,0.00677008127366997,2.30797470569778,231.663855240167,286.869775780049,2041.59614221597,438.851544966435,301.680297364579,2.42740951316153,424.092492411319,398.820951947254,2381.85431254161,2059.38143645046,298.554311234439,3.17999662604228,0,199.600040491789,2276.82704312307,"protein_coding","left-right determination factor 2 [Source:HGNC Symbol;Acc:HGNC:3122]"
"39189","LEP","chr7",128168289,128168382,94,"*",12073749,12073755,"R","chr7:128168289-128168382","6CpGs","93bp",0.0801,0.538,0.458,0.382,0.375,0.0272,"U","chr7:128168289-128168382",-72896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39190","LEP","chr7",128168956,128168982,27,"*",12073784,12073787,"R","chr7:128168956-128168982","3CpGs","26bp",0.0938,0.633,0.54,0.461,0.412,0.0324,"U","chr7:128168956-128168982",-72296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39191","LEP","chr7",128159135,128159487,353,"*",12073520,12073530,"R","chr7:128159135-128159487","10CpGs","352bp",0.0748,0.481,0.406,0.316,0.298,0.0417,"U","chr7:128159135-128159487",-81791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39192","LEP","chr7",128168103,128168175,73,"*",12073732,12073740,"R","chr7:128168103-128168175","8CpGs","72bp",0.111,0.658,0.547,0.537,0.535,0.000289,"U","chr7:128168103-128168175",-73103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39193","LEP","chr7",128127684,128129265,1582,"*",12073097,12073110,"R","chr7:128127684-128129265","13CpGs","1581bp",0,0.556,0.556,0.45,0.444,0.0377,"U","chr7:128127684-128129265",-112013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39194","LEP","chr7",128129341,128129729,389,"*",12073110,12073121,"R","chr7:128129341-128129729","11CpGs","388bp",0.368,0.892,0.524,0.48,0.439,0.0237,"U","chr7:128129341-128129729",-111549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39195","LEP","chr7",128133854,128134068,215,"*",12073155,12073158,"R","chr7:128133854-128134068","3CpGs","214bp",0.183,0.794,0.611,0.575,0.565,0.00305,"U","chr7:128133854-128134068",-107210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39196","LEPR","chr1",65647448,65647493,46,"*",901874,901877,"R","chr1:65647448-65647493","3CpGs","45bp",0.163,0.781,0.619,0.506,0.482,0.0283,"U","chr1:65647448-65647493",226796,"ENSG00000116678",253.033095233996,-1.55598970799569,0.45947665173061,3.41624896029111e-05,0.000231170968300842,119.245359794385,65.8135952386839,535.544425606381,232.909363817865,537.07824456181,690.406688435143,225.749084724022,424.092492411319,25.8495061447294,276.516313305472,261.129566141918,45.5045604483717,185.234803466963,169.107926519284,68.7267538689676,185.620839258628,"protein_coding","leptin receptor [Source:HGNC Symbol;Acc:HGNC:6554]"
"39197","LEPR","chr1",65608253,65608300,48,"*",901584,901588,"R","chr1:65608253-65608300","4CpGs","47bp",0.358,0.885,0.527,0.473,0.468,0.0103,"U","chr1:65608253-65608300",187601,"ENSG00000116678",253.033095233996,-1.55598970799569,0.45947665173061,3.41624896029111e-05,0.000231170968300842,119.245359794385,65.8135952386839,535.544425606381,232.909363817865,537.07824456181,690.406688435143,225.749084724022,424.092492411319,25.8495061447294,276.516313305472,261.129566141918,45.5045604483717,185.234803466963,169.107926519284,68.7267538689676,185.620839258628,"protein_coding","leptin receptor [Source:HGNC Symbol;Acc:HGNC:6554]"
"39198","LEPR","chr1",65670085,65670102,18,"*",901984,901988,"R","chr1:65670085-65670102","4CpGs","17bp",0,0.486,0.486,0.404,0.4,0.0298,"U","chr1:65670085-65670102",249433,"ENSG00000116678",253.033095233996,-1.55598970799569,0.45947665173061,3.41624896029111e-05,0.000231170968300842,119.245359794385,65.8135952386839,535.544425606381,232.909363817865,537.07824456181,690.406688435143,225.749084724022,424.092492411319,25.8495061447294,276.516313305472,261.129566141918,45.5045604483717,185.234803466963,169.107926519284,68.7267538689676,185.620839258628,"protein_coding","leptin receptor [Source:HGNC Symbol;Acc:HGNC:6554]"
"39199","LEPR","chr1",65535597,65535802,206,"*",901096,901100,"R","chr1:65535597-65535802","4CpGs","205bp",0.126,0.707,0.581,0.458,0.449,0.0442,"U","chr1:65535597-65535802",114945,"ENSG00000116678",253.033095233996,-1.55598970799569,0.45947665173061,3.41624896029111e-05,0.000231170968300842,119.245359794385,65.8135952386839,535.544425606381,232.909363817865,537.07824456181,690.406688435143,225.749084724022,424.092492411319,25.8495061447294,276.516313305472,261.129566141918,45.5045604483717,185.234803466963,169.107926519284,68.7267538689676,185.620839258628,"protein_coding","leptin receptor [Source:HGNC Symbol;Acc:HGNC:6554]"
"39200","LEPR","chr1",65507199,65507868,670,"*",900788,900793,"R","chr1:65507199-65507868","5CpGs","669bp",0.0651,0.807,0.742,0.637,0.606,0.017,"U","chr1:65507199-65507868",86547,"ENSG00000116678",253.033095233996,-1.55598970799569,0.45947665173061,3.41624896029111e-05,0.000231170968300842,119.245359794385,65.8135952386839,535.544425606381,232.909363817865,537.07824456181,690.406688435143,225.749084724022,424.092492411319,25.8495061447294,276.516313305472,261.129566141918,45.5045604483717,185.234803466963,169.107926519284,68.7267538689676,185.620839258628,"protein_coding","leptin receptor [Source:HGNC Symbol;Acc:HGNC:6554]"
